Line#,Date,"Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981","Temperature (S-THC 21559981:22071558-1),°C,21559981","Wind Speed (S-WCF 21559981:21952747-1),m/s,21559981","Gust Speed (S-WCF 21559981:21952747-2),m/s,21559981"
2934,25-07-23 04:25:00 -0500,1,-7.836,1,1.3
2935,25-07-23 04:30:00 -0500,1,-8.051,0.3,1.3
2936,25-07-23 04:35:00 -0500,1,-8.201,0.3,1
2937,25-07-23 04:40:00 -0500,1,-7.965,1,1.3
2938,25-07-23 04:45:00 -0500,1,-8.094,0.7,1
2939,25-07-23 04:50:00 -0500,1,-8.094,1,1.7
2940,25-07-23 04:55:00 -0500,1,-8.137,1.3,2
2941,25-07-23 05:00:00 -0500,1,-8.222,1,1.3
2942,25-07-23 05:05:00 -0500,1,-7.965,1.3,2
2943,25-07-23 05:10:00 -0500,1,-7.943,1.3,2
2944,25-07-23 05:15:00 -0500,1,-8.222,1.3,2
2945,25-07-23 05:20:00 -0500,1,-8.351,1.3,1.7
2946,25-07-23 05:25:00 -0500,1,-8.265,1.3,2
2947,25-07-23 05:30:00 -0500,1,-8.394,1,1.7
2948,25-07-23 05:35:00 -0500,1,-8.587,0.7,1.3
2949,25-07-23 05:40:00 -0500,1,-8.48,1,1.3
2950,25-07-23 05:45:00 -0500,1,-8.694,1,1.3
2951,25-07-23 05:50:00 -0500,1,-9.016,0.7,1.3
2952,25-07-23 05:55:00 -0500,1,-9.252,0.3,1
2953,25-07-23 06:00:00 -0500,1,-9.059,0.7,1.3
2954,25-07-23 06:05:00 -0500,2,-9.145,1,1.3
2955,25-07-23 06:10:00 -0500,4,-9.123,1.3,1.7
2956,25-07-23 06:15:00 -0500,7,-8.801,1.3,2
2957,25-07-23 06:20:00 -0500,8,-8.651,1.3,1.7
2958,25-07-23 06:25:00 -0500,11,-8.501,1.3,1.7
2959,25-07-23 06:30:00 -0500,13,-8.394,1.3,1.7
2960,25-07-23 06:35:00 -0500,79,-6.592,1,1.7
2961,25-07-23 06:40:00 -0500,102,-0.716,0,0.7
2962,25-07-23 06:45:00 -0500,117,2.416,0.7,1.3
2963,25-07-23 06:50:00 -0500,134,3.853,1,1.7
2964,25-07-23 06:55:00 -0500,151,4.968,0.7,1.3
2965,25-07-23 07:00:00 -0500,168,6.276,0.7,1
2966,25-07-23 07:05:00 -0500,187,7.37,0.7,2
2967,25-07-23 07:10:00 -0500,202,7.285,1,1.7
2968,25-07-23 07:15:00 -0500,219,8.207,0.7,1.3
2969,25-07-23 07:20:00 -0500,236,9.365,0.3,1.3
2970,25-07-23 07:25:00 -0500,253,9.386,0.7,1.3
2971,25-07-23 07:30:00 -0500,271,11.403,0.7,1
2972,25-07-23 07:35:00 -0500,288,12.196,0.3,1
2973,25-07-23 07:40:00 -0500,304,11.596,0.3,1
2974,25-07-23 07:45:00 -0500,322,11.96,0.3,0.7
2975,25-07-23 07:50:00 -0500,339,14.963,0,0.7
2976,25-07-23 07:55:00 -0500,356,15.585,0,0.7
2977,25-07-23 08:00:00 -0500,373,14.663,0,0.7
2978,25-07-23 08:05:00 -0500,391,15.864,0,0.3
2979,25-07-23 08:10:00 -0500,406,18.716,0,0.3
2980,25-07-23 08:15:00 -0500,424,19.81,0,0.3
2981,25-07-23 08:20:00 -0500,438,18.137,0,0.7
2982,25-07-23 08:25:00 -0500,454,17.708,0,1
2983,25-07-23 08:30:00 -0500,471,20.968,0,0
2984,25-07-23 08:35:00 -0500,486,21.247,0.3,1
2985,25-07-23 08:40:00 -0500,501,22.126,0.3,1.3
2986,25-07-23 08:45:00 -0500,516,22.405,0.3,1
2987,25-07-23 08:50:00 -0500,531,21.612,0.7,1.3
2988,25-07-23 08:55:00 -0500,543,22.984,0.3,1
2989,25-07-23 09:00:00 -0500,558,24.035,0.7,1.3
2990,25-07-23 09:05:00 -0500,571,24.915,0,0.7
2991,25-07-23 09:10:00 -0500,581,20.454,0.7,1.7
2992,25-07-23 09:15:00 -0500,596,21.719,0.7,1.7
2993,25-07-23 09:20:00 -0500,608,21.29,1,2.3
2994,25-07-23 09:25:00 -0500,621,24.786,0.3,1.3
2995,25-07-23 09:30:00 -0500,631,22.706,0.7,2.3
2996,25-07-23 09:35:00 -0500,639,23.671,0.7,1.3
2997,25-07-23 09:40:00 -0500,649,21.054,1.3,2.7
2998,25-07-23 09:45:00 -0500,661,22.748,1,3
2999,25-07-23 09:50:00 -0500,671,24.572,0.3,2
3000,25-07-23 09:55:00 -0500,676,21.462,1,3
3001,25-07-23 10:00:00 -0500,688,24.486,0.7,2
3002,25-07-23 10:05:00 -0500,698,21.419,1.3,3
3003,25-07-23 10:10:00 -0500,707,21.269,1.7,5
3004,25-07-23 10:15:00 -0500,713,21.419,2,3.7
3005,25-07-23 10:20:00 -0500,718,20.904,2.3,4
3006,25-07-23 10:25:00 -0500,726,21.118,2.3,3.7
3007,25-07-23 10:30:00 -0500,579,22.126,2,6.3
3008,25-07-23 10:35:00 -0500,741,20.84,2.7,4.3
3009,25-07-23 10:40:00 -0500,743,24.228,1.3,4.3
3010,25-07-23 10:45:00 -0500,751,26.738,0.7,2
3011,25-07-23 10:50:00 -0500,758,23.199,2,4.7
3012,25-07-23 10:55:00 -0500,762,21.29,2,4.3
3013,25-07-23 11:00:00 -0500,766,23.413,1.7,4
3014,25-07-23 11:05:00 -0500,767,21.526,2.7,5.3
3015,25-07-23 11:10:00 -0500,768,22.555,2.7,4.7
3016,25-07-23 11:15:00 -0500,771,21.011,3,5.7
3017,25-07-23 11:20:00 -0500,774,23.135,2,4
3018,25-07-23 11:25:00 -0500,776,22.577,2,4.3
3019,25-07-23 11:30:00 -0500,773,24.293,1.7,4
3020,25-07-23 11:35:00 -0500,776,23.649,1.3,4.3
3021,25-07-23 11:40:00 -0500,778,23.692,1.7,4.7
3022,25-07-23 11:45:00 -0500,781,21.912,3,7
3023,25-07-23 11:50:00 -0500,773,22.534,3.3,5.3
3024,25-07-23 11:55:00 -0500,777,21.547,3.3,5.7
3025,25-07-23 12:00:00 -0500,772,22.555,3,5.3
3026,25-07-23 12:05:00 -0500,773,21.483,4,6.3
3027,25-07-23 12:10:00 -0500,767,22.212,3.7,6.3
3028,25-07-23 12:15:00 -0500,766,21.247,4,6.3
3029,25-07-23 12:20:00 -0500,763,21.269,4,6.7
3030,25-07-23 12:25:00 -0500,763,21.226,4,7
3031,25-07-23 12:30:00 -0500,757,22.577,3.3,7.7
3032,25-07-23 12:35:00 -0500,753,22.984,3,5
3033,25-07-23 12:40:00 -0500,748,23.864,2.7,4.7
3034,25-07-23 12:45:00 -0500,739,21.719,4,7
3035,25-07-23 12:50:00 -0500,732,21.569,3.7,6.3
3036,25-07-23 12:55:00 -0500,726,22.019,3,6
3037,25-07-23 13:00:00 -0500,714,23.435,2.7,6.3
3038,25-07-23 13:05:00 -0500,718,21.698,4.7,7
3039,25-07-23 13:10:00 -0500,709,22.555,3.7,5.7
3040,25-07-23 13:15:00 -0500,707,23.156,2.7,6.7
3041,25-07-23 13:20:00 -0500,688,21.998,4,7.7
3042,25-07-23 13:25:00 -0500,682,22.212,3.7,6.7
3043,25-07-23 13:30:00 -0500,673,22.126,3.7,6.7
3044,25-07-23 13:35:00 -0500,663,22.234,3.7,5.7
3045,25-07-23 13:40:00 -0500,653,22.877,3,5.3
3046,25-07-23 13:45:00 -0500,642,22.663,3,5
3047,25-07-23 13:50:00 -0500,633,21.955,3.7,6.7
3048,25-07-23 13:55:00 -0500,619,23.006,3,6
3049,25-07-23 14:00:00 -0500,613,26.974,1,2.3
3050,25-07-23 14:05:00 -0500,601,23.907,2.7,5.7
3051,25-07-23 14:10:00 -0500,589,23.413,3,6.7
3052,25-07-23 14:15:00 -0500,569,22.984,3,5.7
3053,25-07-23 14:20:00 -0500,571,21.204,4.7,7.7
3054,25-07-23 14:25:00 -0500,546,21.504,4.7,7.7
3055,25-07-23 14:30:00 -0500,533,22.941,3,4.7
3056,25-07-23 14:35:00 -0500,524,22.448,2.7,6
3057,25-07-23 14:40:00 -0500,508,21.376,4,8.7
3058,25-07-23 14:45:00 -0500,492,23.456,2.3,6.7
3059,25-07-23 14:50:00 -0500,473,22.534,3,6.3
3060,25-07-23 14:55:00 -0500,468,23.778,2.7,5.3
3061,25-07-23 15:00:00 -0500,457,24.185,2.7,5.3
3062,25-07-23 15:05:00 -0500,439,23.306,3,5.3
3063,25-07-23 15:10:00 -0500,431,21.912,4,6.3
3064,25-07-23 15:15:00 -0500,411,22.041,3.3,6.3
3065,25-07-23 15:20:00 -0500,387,22.47,2.7,5
3066,25-07-23 15:25:00 -0500,376,21.912,2.7,6
3067,25-07-23 15:30:00 -0500,362,20.797,4,6
3068,25-07-23 15:35:00 -0500,351,21.698,3,4.7
3069,25-07-23 15:40:00 -0500,72,16.507,2,3.7
3070,25-07-23 15:45:00 -0500,324,20.282,3.3,7
3071,25-07-23 15:50:00 -0500,307,20.99,4,6.3
3072,25-07-23 15:55:00 -0500,296,22.212,2.7,5
3073,25-07-23 16:00:00 -0500,273,21.397,3.3,6
3074,25-07-23 16:05:00 -0500,247,20.132,3.3,5.3
3075,25-07-23 16:10:00 -0500,229,19.553,3,6
3076,25-07-23 16:15:00 -0500,211,19.252,3.3,5
3077,25-07-23 16:20:00 -0500,41,19.488,2.7,5
3078,25-07-23 16:25:00 -0500,187,19.081,2.3,4.3
3079,25-07-23 16:30:00 -0500,173,19.145,2.7,5
3080,25-07-23 16:35:00 -0500,154,19.681,2.3,4.3
3081,25-07-23 16:40:00 -0500,133,18.995,2.3,4
3082,25-07-23 16:45:00 -0500,109,18.201,2.7,4.7
3083,25-07-23 16:50:00 -0500,86,17.558,2.3,4.3
3084,25-07-23 16:55:00 -0500,66,16.807,3,5.3
3085,25-07-23 17:00:00 -0500,46,16.336,2.3,4.3
3086,25-07-23 17:05:00 -0500,27,15.649,2,3.3
3087,25-07-23 17:10:00 -0500,13,11.381,2.3,4
3088,25-07-23 17:15:00 -0500,11,10.008,1.7,2.7
3089,25-07-23 17:20:00 -0500,8,10.159,2.3,4.3
3090,25-07-23 17:25:00 -0500,7,9.386,1.7,3
3091,25-07-23 17:30:00 -0500,4,8.164,1,1.7
3092,25-07-23 17:35:00 -0500,3,7.177,0.3,1.3
3093,25-07-23 17:40:00 -0500,1,8.014,1.3,3
3094,25-07-23 17:45:00 -0500,1,7.07,1,2
3095,25-07-23 17:50:00 -0500,1,7.113,1.7,2.7
3096,25-07-23 17:55:00 -0500,1,6.469,1.3,2
3097,25-07-23 18:00:00 -0500,1,6.169,1,1.7
3098,25-07-23 18:05:00 -0500,1,6.105,1.3,2.3
3099,25-07-23 18:10:00 -0500,1,5.848,1.3,1.7
3100,25-07-23 18:15:00 -0500,1,5.783,1,1.7
3101,25-07-23 18:20:00 -0500,1,5.848,1,1.3
3102,25-07-23 18:25:00 -0500,1,5.826,1,1.3
3103,25-07-23 18:30:00 -0500,1,5.054,0.3,1.3
3104,25-07-23 18:35:00 -0500,1,5.504,1,2.3
3105,25-07-23 18:40:00 -0500,1,5.504,1,2
3106,25-07-23 18:45:00 -0500,1,4.904,0.3,1
3107,25-07-23 18:50:00 -0500,1,4.797,0.3,1
3108,25-07-23 18:55:00 -0500,1,4.625,0.3,1
3109,25-07-23 19:00:00 -0500,1,5.032,1,2
3110,25-07-23 19:05:00 -0500,1,5.268,1,2
3111,25-07-23 19:10:00 -0500,1,5.569,1,1.7
3112,25-07-23 19:15:00 -0500,1,5.397,1,1.7
3113,25-07-23 19:20:00 -0500,1,5.054,0.7,1.3
3114,25-07-23 19:25:00 -0500,1,4.689,0.7,1.3
3115,25-07-23 19:30:00 -0500,1,3.767,0.3,1
3116,25-07-23 19:35:00 -0500,1,3.188,0,0
3117,25-07-23 19:40:00 -0500,1,2.18,0,0.3
3118,25-07-23 19:45:00 -0500,1,2.866,0,0.3
3119,25-07-23 19:50:00 -0500,1,3.467,0,0.7
3120,25-07-23 19:55:00 -0500,1,3.66,0,0
3121,25-07-23 20:00:00 -0500,1,3.746,0,0.3
3122,25-07-23 20:05:00 -0500,1,4.11,0.3,1
3123,25-07-23 20:10:00 -0500,1,4.453,1,1.7
3124,25-07-23 20:15:00 -0500,1,4.41,1,1.7
3125,25-07-23 20:20:00 -0500,1,2.866,0.3,1
3126,25-07-23 20:25:00 -0500,1,3.209,0.3,1
3127,25-07-23 20:30:00 -0500,1,2.416,0,0.7
3128,25-07-23 20:35:00 -0500,1,3.317,0.7,1.7
3129,25-07-23 20:40:00 -0500,1,3.617,1.3,3.7
3130,25-07-23 20:45:00 -0500,1,2.416,0.3,2
3131,25-07-23 20:50:00 -0500,1,2.673,0.3,2
3132,25-07-23 20:55:00 -0500,1,2.03,0,0.3
3133,25-07-23 21:00:00 -0500,1,2.051,0,0.3
3134,25-07-23 21:05:00 -0500,1,1.815,0.3,1.7
3135,25-07-23 21:10:00 -0500,1,1.944,1,2.3
3136,25-07-23 21:15:00 -0500,1,2.63,0.3,1
3137,25-07-23 21:20:00 -0500,1,1.322,0.7,1.7
3138,25-07-23 21:25:00 -0500,1,0.807,0.3,1.3
3139,25-07-23 21:30:00 -0500,1,0.657,0.3,1.7
3140,25-07-23 21:35:00 -0500,1,0.014,2,2.7
3141,25-07-23 21:40:00 -0500,1,0.85,1.7,2.3
3142,25-07-23 21:45:00 -0500,1,1,0.7,2.3
3143,25-07-23 21:50:00 -0500,1,-0.801,2,2.7
3144,25-07-23 21:55:00 -0500,1,-1.509,1.7,2.7
3145,25-07-23 22:00:00 -0500,1,-0.866,1.7,2.3
3146,25-07-23 22:05:00 -0500,1,-1.187,1.7,2.7
3147,25-07-23 22:10:00 -0500,1,-0.844,2,2.3
3148,25-07-23 22:15:00 -0500,1,-1.209,2,2.7
3149,25-07-23 22:20:00 -0500,1,-1.037,1.7,2
3150,25-07-23 22:25:00 -0500,1,-1.359,1.7,2.3
3151,25-07-23 22:30:00 -0500,1,-1.681,1.7,2.3
3152,25-07-23 22:35:00 -0500,1,-1.423,1.3,2.3
3153,25-07-23 22:40:00 -0500,1,-1.895,0.7,2
3154,25-07-23 22:45:00 -0500,1,-2.624,1.7,2.7
3155,25-07-23 22:50:00 -0500,1,-3.418,2.3,3
3156,25-07-23 22:55:00 -0500,1,-3.482,2.3,2.7
3157,25-07-23 23:00:00 -0500,1,-2.174,2.3,2.7
3158,25-07-23 23:05:00 -0500,1,-2.817,2,2.7
3159,25-07-23 23:10:00 -0500,1,-3.461,2,2.7
3160,25-07-23 23:15:00 -0500,1,-3.439,2.3,3
3161,25-07-23 23:20:00 -0500,1,-2.153,2.3,2.7
3162,25-07-23 23:25:00 -0500,1,-2.539,2,3
3163,25-07-23 23:30:00 -0500,1,-2.817,1,2.3
3164,25-07-23 23:35:00 -0500,1,-3.246,1,2.3
3165,25-07-23 23:40:00 -0500,1,-3.59,1.3,2.3
3166,25-07-23 23:45:00 -0500,1,-3.911,0.3,1.3
3167,25-07-23 23:50:00 -0500,1,-4.319,0,1
3168,25-07-23 23:55:00 -0500,1,-4.019,1.7,2.7
3169,25-07-24 00:00:00 -0500,1,-3.697,2.3,3
3170,25-07-24 00:05:00 -0500,1,-3.911,1.7,3
3171,25-07-24 00:10:00 -0500,1,-3.525,1.3,2.7
3172,25-07-24 00:15:00 -0500,1,-3.89,1.7,3
3173,25-07-24 00:20:00 -0500,1,-3.847,1.7,2.7
3174,25-07-24 00:25:00 -0500,1,-3.954,1.3,2.3
3175,25-07-24 00:30:00 -0500,1,-4.533,0.7,1.3
3176,25-07-24 00:35:00 -0500,1,-4.962,0.3,1
3177,25-07-24 00:40:00 -0500,1,-5.027,0.7,2
3178,25-07-24 00:45:00 -0500,1,-5.263,0.7,1.3
3179,25-07-24 00:50:00 -0500,1,-4.812,1.3,1.7
3180,25-07-24 00:55:00 -0500,1,-4.962,1.3,1.7
3181,25-07-24 01:00:00 -0500,1,-4.941,1,1.7
3182,25-07-24 01:05:00 -0500,1,-5.027,1,1.7
3183,25-07-24 01:10:00 -0500,1,-4.662,1.3,1.7
3184,25-07-24 01:15:00 -0500,1,-4.834,1,1.7
3185,25-07-24 01:20:00 -0500,1,-4.855,1.3,1.7
3186,25-07-24 01:25:00 -0500,1,-4.791,1.7,2.3
3187,25-07-24 01:30:00 -0500,1,-4.984,1.3,1.7
3188,25-07-24 01:35:00 -0500,1,-4.941,1,1.7
3189,25-07-24 01:40:00 -0500,1,-5.198,1.3,2
3190,25-07-24 01:45:00 -0500,1,-4.705,1.7,2
3191,25-07-24 01:50:00 -0500,1,-5.177,0.7,1.3
3192,25-07-24 01:55:00 -0500,1,-5.348,1,1.7
3193,25-07-24 02:00:00 -0500,1,-5.198,1.3,1.7
3194,25-07-24 02:05:00 -0500,1,-5.477,1,1.7
3195,25-07-24 02:10:00 -0500,1,-5.691,1,1.7
3196,25-07-24 02:15:00 -0500,1,-5.842,1,1.3
3197,25-07-24 02:20:00 -0500,1,-5.906,1.3,1.7
3198,25-07-24 02:25:00 -0500,1,-5.734,1,1.3
3199,25-07-24 02:30:00 -0500,1,-5.584,1,1.7
3200,25-07-24 02:35:00 -0500,1,-5.799,1,1.3
3201,25-07-24 02:40:00 -0500,1,-5.541,1,1.3
3202,25-07-24 02:45:00 -0500,1,-5.82,1,1.3
3203,25-07-24 02:50:00 -0500,1,-5.949,1.3,1.7
3204,25-07-24 02:55:00 -0500,1,-6.292,1,2
3205,25-07-24 03:00:00 -0500,1,-6.185,1.3,2
3206,25-07-24 03:05:00 -0500,1,-5.799,1,1.7
3207,25-07-24 03:10:00 -0500,1,-5.799,1,1.7
3208,25-07-24 03:15:00 -0500,1,-6.657,0,0.7
3209,25-07-24 03:20:00 -0500,1,-7.021,0,0.3
3210,25-07-24 03:25:00 -0500,1,-6.721,1,2
3211,25-07-24 03:30:00 -0500,1,-7.043,1.3,2.3
3212,25-07-24 03:35:00 -0500,1,-7.515,1,1.7
3213,25-07-24 03:40:00 -0500,1,-7.557,0.3,1
3214,25-07-24 03:45:00 -0500,1,-7.643,0,1
3215,25-07-24 03:50:00 -0500,1,-6.935,0.7,1
3216,25-07-24 03:55:00 -0500,1,-6.935,1,1.3
3217,25-07-24 04:00:00 -0500,1,-6.7,1.3,2
3218,25-07-24 04:05:00 -0500,1,-6.635,1.3,2.3
3219,25-07-24 04:10:00 -0500,1,-7.107,0.3,1
3220,25-07-24 04:15:00 -0500,1,-7.45,0.7,1.3
3221,25-07-24 04:20:00 -0500,1,-7.257,1,1.3
3222,25-07-24 04:25:00 -0500,1,-7.686,0,1
3223,25-07-24 04:30:00 -0500,1,-7.836,0.3,1.3
3224,25-07-24 04:35:00 -0500,1,-7.643,1.3,1.7
3225,25-07-24 04:40:00 -0500,1,-7.986,0.3,1
3226,25-07-24 04:45:00 -0500,1,-8.287,0,0.3
3227,25-07-24 04:50:00 -0500,1,-8.308,0.7,1.3
3228,25-07-24 04:55:00 -0500,1,-7.858,1.3,2
3229,25-07-24 05:00:00 -0500,1,-7.986,0.7,1.3
3230,25-07-24 05:05:00 -0500,1,-7.901,1.3,2.3
3231,25-07-24 05:10:00 -0500,1,-7.943,1.3,2
3232,25-07-24 05:15:00 -0500,1,-7.943,1.3,1.7
3233,25-07-24 05:20:00 -0500,1,-8.222,0.7,2
3234,25-07-24 05:25:00 -0500,1,-8.887,0,0.3
3235,25-07-24 05:30:00 -0500,1,-9.059,0.3,1
3236,25-07-24 05:35:00 -0500,1,-8.909,0.3,1
3237,25-07-24 05:40:00 -0500,1,-8.994,0,0
3238,25-07-24 05:45:00 -0500,1,-9.102,0.3,1
3239,25-07-24 05:50:00 -0500,1,-9.273,1,1.7
3240,25-07-24 05:55:00 -0500,1,-9.273,1.3,1.7
3241,25-07-24 06:00:00 -0500,1,-9.166,1,1.7
3242,25-07-24 06:05:00 -0500,2,-8.93,1.3,1.7
3243,25-07-24 06:10:00 -0500,4,-8.523,1.3,2
3244,25-07-24 06:15:00 -0500,6,-8.415,1.3,1.7
3245,25-07-24 06:20:00 -0500,8,-8.523,1.3,2
3246,25-07-24 06:25:00 -0500,9,-8.437,1.3,2
3247,25-07-24 06:30:00 -0500,12,-8.372,1,1.3
3248,25-07-24 06:35:00 -0500,84,-5.434,1,1.3
3249,25-07-24 06:40:00 -0500,106,1,0.7,1.3
3250,25-07-24 06:45:00 -0500,122,3.51,0.7,1.7
3251,25-07-24 06:50:00 -0500,138,4.496,1,2
3252,25-07-24 06:55:00 -0500,156,5.805,1,1.7
3253,25-07-24 07:00:00 -0500,171,6.555,1,1.7
3254,25-07-24 07:05:00 -0500,188,6.877,1.3,1.7
3255,25-07-24 07:10:00 -0500,206,6.856,1.3,2.3
3256,25-07-24 07:15:00 -0500,222,7.713,1.3,2
3257,25-07-24 07:20:00 -0500,238,8.979,1.3,2.3
3258,25-07-24 07:25:00 -0500,256,10.223,1,1.7
3259,25-07-24 07:30:00 -0500,273,11.488,1,2
3260,25-07-24 07:35:00 -0500,289,13.354,0.7,1.3
3261,25-07-24 07:40:00 -0500,308,14.77,0.3,1.3
3262,25-07-24 07:45:00 -0500,324,15.156,0.3,1.3
3263,25-07-24 07:50:00 -0500,343,15.842,0.3,1
3264,25-07-24 07:55:00 -0500,359,15.692,0.3,1
3265,25-07-24 08:00:00 -0500,373,15.778,0.3,1
3266,25-07-24 08:05:00 -0500,393,17.386,0.3,1
3267,25-07-24 08:10:00 -0500,409,19.596,0.3,1.3
3268,25-07-24 08:15:00 -0500,426,19.917,0.7,2
3269,25-07-24 08:20:00 -0500,442,19.639,0.3,1.3
3270,25-07-24 08:25:00 -0500,457,17.901,0.3,1.3
3271,25-07-24 08:30:00 -0500,472,19.553,0.3,1.3
3272,25-07-24 08:35:00 -0500,486,19.467,0.3,1
3273,25-07-24 08:40:00 -0500,501,20.153,0.3,1.3
3274,25-07-24 08:45:00 -0500,517,22.148,0.3,1
3275,25-07-24 08:50:00 -0500,531,24.4,0.3,1
3276,25-07-24 08:55:00 -0500,543,23.135,0,0.7
3277,25-07-24 09:00:00 -0500,558,20.625,0.3,1.3
3278,25-07-24 09:05:00 -0500,571,20.239,1,2
3279,25-07-24 09:10:00 -0500,583,21.633,0.7,1.3
3280,25-07-24 09:15:00 -0500,598,22.62,0.7,1.3
3281,25-07-24 09:20:00 -0500,609,19.017,1.3,3
3282,25-07-24 09:25:00 -0500,621,23.992,0.7,2
3283,25-07-24 09:30:00 -0500,632,21.955,1,2.3
3284,25-07-24 09:35:00 -0500,644,22.813,0.3,2
3285,25-07-24 09:40:00 -0500,653,21.955,0.7,2.3
3286,25-07-24 09:45:00 -0500,658,22.062,1,2
3287,25-07-24 09:50:00 -0500,673,24.421,0.3,1
3288,25-07-24 09:55:00 -0500,682,26.673,0.3,1.7
3289,25-07-24 10:00:00 -0500,689,24.014,1,2.7
3290,25-07-24 10:05:00 -0500,702,22.191,1.3,3.7
3291,25-07-24 10:10:00 -0500,708,22.727,1.3,4
3292,25-07-24 10:15:00 -0500,714,20.282,2,5
3293,25-07-24 10:20:00 -0500,722,21.076,2,3.7
3294,25-07-24 10:25:00 -0500,728,21.848,1.7,3.7
3295,25-07-24 10:30:00 -0500,734,20.368,1.7,4.3
3296,25-07-24 10:35:00 -0500,703,22.748,1.7,4.3
3297,25-07-24 10:40:00 -0500,748,20.475,2.7,4.7
3298,25-07-24 10:45:00 -0500,753,21.826,2,3.7
3299,25-07-24 10:50:00 -0500,757,21.569,1.7,5.3
3300,25-07-24 10:55:00 -0500,757,20.711,2.7,5.3
3301,25-07-24 11:00:00 -0500,764,21.976,1.3,4.7
3302,25-07-24 11:05:00 -0500,767,20.582,2.7,4.3
3303,25-07-24 11:10:00 -0500,772,19.231,3.7,6
3304,25-07-24 11:15:00 -0500,778,19.553,4.3,8
3305,25-07-24 11:20:00 -0500,781,19.874,4.3,7.3
3306,25-07-24 11:25:00 -0500,781,19.703,4.7,7
3307,25-07-24 11:30:00 -0500,784,20.067,4.3,6.7
3308,25-07-24 11:35:00 -0500,784,19.832,4,7.7
3309,25-07-24 11:40:00 -0500,787,19.574,4.3,8
3310,25-07-24 11:45:00 -0500,781,20.797,4,7.3
3311,25-07-24 11:50:00 -0500,778,21.204,3.3,6
3312,25-07-24 11:55:00 -0500,779,20.754,3.7,7
3313,25-07-24 12:00:00 -0500,778,21.526,4,6
3314,25-07-24 12:05:00 -0500,778,20.925,3.7,7
3315,25-07-24 12:10:00 -0500,778,20.346,4.3,7
3316,25-07-24 12:15:00 -0500,768,20.218,4.7,7
3317,25-07-24 12:20:00 -0500,771,20.84,4,6.3
3318,25-07-24 12:25:00 -0500,766,19.703,4.3,6.3
3319,25-07-24 12:30:00 -0500,764,20.861,3.7,5.7
3320,25-07-24 12:35:00 -0500,758,20.775,4.3,6.3
3321,25-07-24 12:40:00 -0500,752,21.547,3.7,6
3322,25-07-24 12:45:00 -0500,746,21.783,4,7.3
3323,25-07-24 12:50:00 -0500,741,20.282,3.7,8
3324,25-07-24 12:55:00 -0500,736,20.625,4.3,8.3
3325,25-07-24 13:00:00 -0500,727,20.539,4.3,8.3
3326,25-07-24 13:05:00 -0500,721,20.518,4.3,7
3327,25-07-24 13:10:00 -0500,711,20.411,4,7.7
3328,25-07-24 13:15:00 -0500,702,21.719,3.7,7
3329,25-07-24 13:20:00 -0500,688,22.298,3.3,6.3
3330,25-07-24 13:25:00 -0500,686,21.762,2.7,5.7
3331,25-07-24 13:30:00 -0500,678,20.754,5,9
3332,25-07-24 13:35:00 -0500,662,20.904,4.3,7.3
3333,25-07-24 13:40:00 -0500,656,20.84,3.3,6
3334,25-07-24 13:45:00 -0500,643,20.647,4,8.7
3335,25-07-24 13:50:00 -0500,631,21.676,3.7,6.3
3336,25-07-24 13:55:00 -0500,623,21.74,3.3,6
3337,25-07-24 14:00:00 -0500,606,22.92,3,7
3338,25-07-24 14:05:00 -0500,598,22.727,3,5.7
3339,25-07-24 14:10:00 -0500,587,21.097,4.3,6.7
3340,25-07-24 14:15:00 -0500,571,22.727,3,5.7
3341,25-07-24 14:20:00 -0500,561,20.046,4.7,8.3
3342,25-07-24 14:25:00 -0500,548,20.947,4,7.3
3343,25-07-24 14:30:00 -0500,531,20.539,4.7,7
3344,25-07-24 14:35:00 -0500,517,22.384,3,5.3
3345,25-07-24 14:40:00 -0500,507,21.269,3.3,6.3
3346,25-07-24 14:45:00 -0500,488,21.376,3,5
3347,25-07-24 14:50:00 -0500,477,22.384,3,6
3348,25-07-24 14:55:00 -0500,461,21.354,3.3,5.3
3349,25-07-24 15:00:00 -0500,446,21.333,3.7,6
3350,25-07-24 15:05:00 -0500,431,20.389,4.3,8
3351,25-07-24 15:10:00 -0500,413,19.66,4.3,6.7
3352,25-07-24 15:15:00 -0500,396,20.947,3.3,6
3353,25-07-24 15:20:00 -0500,381,21.14,2.3,4.3
3354,25-07-24 15:25:00 -0500,368,21.955,2,3.7
3355,25-07-24 15:30:00 -0500,352,20.239,3.3,5.7
3356,25-07-24 15:35:00 -0500,329,19.767,4,6.3
3357,25-07-24 15:40:00 -0500,313,19.874,3,5
3358,25-07-24 15:45:00 -0500,298,20.003,3.7,5.7
3359,25-07-24 15:50:00 -0500,284,19.939,3.7,6
3360,25-07-24 15:55:00 -0500,264,20.775,2.7,4.7
3361,25-07-24 16:00:00 -0500,248,20.089,2.3,4.3
3362,25-07-24 16:05:00 -0500,231,21.397,1.3,4
3363,25-07-24 16:10:00 -0500,218,19.681,2.3,4
3364,25-07-24 16:15:00 -0500,198,19.124,3,4.3
3365,25-07-24 16:20:00 -0500,183,18.588,3,5.3
3366,25-07-24 16:25:00 -0500,166,18.309,3.7,5.3
3367,25-07-24 16:30:00 -0500,153,18.48,2.3,3.7
3368,25-07-24 16:35:00 -0500,138,17.944,2.3,4
