Line#,Date,"Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981","Temperature (S-THC 21559981:22071558-1),°C,21559981"
1888,25-08-26 13:20:00 -0500,246,16.958
1889,25-08-26 13:25:00 -0500,271,16.4
1890,25-08-26 13:30:00 -0500,369,17.451
1891,25-08-26 13:35:00 -0500,432,21.547
1892,25-08-26 13:40:00 -0500,354,20.153
1893,25-08-26 13:45:00 -0500,253,17.279
1894,25-08-26 13:50:00 -0500,228,15.628
1895,25-08-26 13:55:00 -0500,234,15.478
1896,25-08-26 14:00:00 -0500,968,20.046
1897,25-08-26 14:05:00 -0500,"1,002",19.767
1898,25-08-26 14:10:00 -0500,511,22.47
1899,25-08-26 14:15:00 -0500,891,25.065
1900,25-08-26 14:20:00 -0500,787,25.387
1901,25-08-26 14:25:00 -0500,734,23.757
1902,25-08-26 14:30:00 -0500,121,18.738
1903,25-08-26 14:35:00 -0500,103,15.092
1904,25-08-26 14:40:00 -0500,139,14.856
1905,25-08-26 14:45:00 -0500,784,21.419
