"Line#","Date","Temperature (S-THC 21559981:22071558-1),°C,21559981"
"17815","25-08-21 03:30:00 -0500","2.373"
"17816","25-08-21 03:35:00 -0500","2.137"
"17817","25-08-21 03:40:00 -0500","1.687"
"17818","25-08-21 03:45:00 -0500","1.73"
"17819","25-08-21 03:50:00 -0500","3.209"
"17820","25-08-21 03:55:00 -0500","3.445"
"17821","25-08-21 04:00:00 -0500","3.381"
"17822","25-08-21 04:05:00 -0500","3.295"
"17823","25-08-21 04:10:00 -0500","2.566"
"17824","25-08-21 04:15:00 -0500","1.987"
"17825","25-08-21 04:20:00 -0500","1.944"
"17826","25-08-21 04:25:00 -0500","1.622"
"17827","25-08-21 04:30:00 -0500","1.772"
"17828","25-08-21 04:35:00 -0500","2.051"
"17829","25-08-21 04:40:00 -0500","2.545"
"17830","25-08-21 04:45:00 -0500","2.609"
"17831","25-08-21 04:50:00 -0500","2.437"
"17832","25-08-21 04:55:00 -0500","2.502"
"17833","25-08-21 05:00:00 -0500","2.695"
"17834","25-08-21 05:05:00 -0500","2.845"
"17835","25-08-21 05:10:00 -0500","2.459"
"17836","25-08-21 05:15:00 -0500","2.48"
"17837","25-08-21 05:20:00 -0500","2.673"
"17838","25-08-21 05:25:00 -0500","2.502"
"17839","25-08-21 05:30:00 -0500","2.609"
"17840","25-08-21 05:35:00 -0500","2.158"
"17841","25-08-21 05:40:00 -0500","1.837"
"17842","25-08-21 05:45:00 -0500","1.494"
"17843","25-08-21 05:50:00 -0500","1"
"17844","25-08-21 05:55:00 -0500","0.421"
"17845","25-08-21 06:00:00 -0500","0.764"
"17846","25-08-21 06:05:00 -0500","0.614"
"17847","25-08-21 06:10:00 -0500","0.55"
"17848","25-08-21 06:15:00 -0500","0.357"
"17849","25-08-21 06:20:00 -0500","0.099"
"17850","25-08-21 06:25:00 -0500","0.421"
"17851","25-08-21 06:30:00 -0500","0.679"
"17852","25-08-21 06:35:00 -0500","0.936"
"17853","25-08-21 06:40:00 -0500","3.295"
"17854","25-08-21 06:45:00 -0500","5.226"
"17855","25-08-21 06:50:00 -0500","6.126"
"17856","25-08-21 06:55:00 -0500","5.397"
"17857","25-08-21 07:00:00 -0500","5.697"
"17858","25-08-21 07:05:00 -0500","6.212"
"17859","25-08-21 07:10:00 -0500","6.877"
"17860","25-08-21 07:15:00 -0500","7.821"
"17861","25-08-21 07:20:00 -0500","8.614"
"17862","25-08-21 07:25:00 -0500","9.408"
"17863","25-08-21 07:30:00 -0500","10.394"
"17864","25-08-21 07:35:00 -0500","12.282"
"17865","25-08-21 07:40:00 -0500","13.397"
"17866","25-08-21 07:45:00 -0500","14.362"
"17867","25-08-21 07:50:00 -0500","14.126"
"17868","25-08-21 07:55:00 -0500","15.092"
"17869","25-08-21 08:00:00 -0500","14.791"
"17870","25-08-21 08:05:00 -0500","15.778"
"17871","25-08-21 08:10:00 -0500","14.384"
"17872","25-08-21 08:15:00 -0500","14.727"
"17873","25-08-21 08:20:00 -0500","15.499"
"17874","25-08-21 08:25:00 -0500","17.966"
"17875","25-08-21 08:30:00 -0500","16.807"
"17876","25-08-21 08:35:00 -0500","17.151"
"17877","25-08-21 08:40:00 -0500","18.03"
"17878","25-08-21 08:45:00 -0500","17.494"
"17879","25-08-21 08:50:00 -0500","17.258"
"17880","25-08-21 08:55:00 -0500","18.287"
"17881","25-08-21 09:00:00 -0500","18.094"
"17882","25-08-21 09:05:00 -0500","21.14"
"17883","25-08-21 09:10:00 -0500","21.419"
"17884","25-08-21 09:15:00 -0500","23.37"
"17885","25-08-21 09:20:00 -0500","23.714"
"17886","25-08-21 09:25:00 -0500","24.035"
"17887","25-08-21 09:30:00 -0500","17.537"
"17888","25-08-21 09:35:00 -0500","20.925"
"17889","25-08-21 09:40:00 -0500","20.303"
"17890","25-08-21 09:45:00 -0500","17.88"
"17891","25-08-21 09:50:00 -0500","17.751"
"17892","25-08-21 09:55:00 -0500","20.99"
"17893","25-08-21 10:00:00 -0500","23.349"
"17894","25-08-21 10:05:00 -0500","21.076"
"17895","25-08-21 10:10:00 -0500","18.609"
"17896","25-08-21 10:15:00 -0500","18.909"
"17897","25-08-21 10:20:00 -0500","17.944"
"17898","25-08-21 10:25:00 -0500","16.421"
"17899","25-08-21 10:30:00 -0500","18.03"
"17900","25-08-21 10:35:00 -0500","14.92"
"17901","25-08-21 10:40:00 -0500","17.687"
"17902","25-08-21 10:45:00 -0500","19.445"
"17903","25-08-21 10:50:00 -0500","21.311"
"17904","25-08-21 10:55:00 -0500","23.563"
"17905","25-08-21 11:00:00 -0500","24.464"
"17906","25-08-21 11:05:00 -0500","25.558"
"17907","25-08-21 11:10:00 -0500","23.585"
"17908","25-08-21 11:15:00 -0500","24.958"
"17909","25-08-21 11:20:00 -0500","18.201"
"17910","25-08-21 11:25:00 -0500","16.529"
"17911","25-08-21 11:30:00 -0500","25.365"
"17912","25-08-21 11:35:00 -0500","20.925"
"17913","25-08-21 11:40:00 -0500","24.035"
"17914","25-08-21 11:45:00 -0500","20.582"
"17915","25-08-21 11:50:00 -0500","18.695"
"17916","25-08-21 11:55:00 -0500","22.555"
"17917","25-08-21 12:00:00 -0500","25.365"
"17918","25-08-21 12:05:00 -0500","24.915"
"17919","25-08-21 12:10:00 -0500","20.325"
"17920","25-08-21 12:15:00 -0500","16.357"
"17921","25-08-21 12:20:00 -0500","24.614"
"17922","25-08-21 12:25:00 -0500","21.011"
"17923","25-08-21 12:30:00 -0500","26.395"
"17924","25-08-21 12:35:00 -0500","25.215"
"17925","25-08-21 12:40:00 -0500","23.95"
"17926","25-08-21 12:45:00 -0500","23.864"
"17927","25-08-21 12:50:00 -0500","21.462"
"17928","25-08-21 12:55:00 -0500","19.853"
"17929","25-08-21 13:00:00 -0500","18.395"
"17930","25-08-21 13:05:00 -0500","23.263"
"17931","25-08-21 13:10:00 -0500","21.762"
"17932","25-08-21 13:15:00 -0500","20.475"
"17933","25-08-21 13:20:00 -0500","18.695"
"17934","25-08-21 13:25:00 -0500","21.076"
"17935","25-08-21 13:30:00 -0500","25.987"
"17936","25-08-21 13:35:00 -0500","24.593"
"17937","25-08-21 13:40:00 -0500","20.11"
"17938","25-08-21 13:45:00 -0500","17.966"
"17939","25-08-21 13:50:00 -0500","21.805"
"17940","25-08-21 13:55:00 -0500","17.601"
"17941","25-08-21 14:00:00 -0500","18.395"
"17942","25-08-21 14:05:00 -0500","23.177"
"17943","25-08-21 14:10:00 -0500","20.689"
"17944","25-08-21 14:15:00 -0500","22.748"
"17945","25-08-21 14:20:00 -0500","24.958"
"17946","25-08-21 14:25:00 -0500","18.909"
"17947","25-08-21 14:30:00 -0500","21.998"
"17948","25-08-21 14:35:00 -0500","22.555"
"17949","25-08-21 14:40:00 -0500","22.062"
"17950","25-08-21 14:45:00 -0500","17.837"
"17951","25-08-21 14:50:00 -0500","16.786"
"17952","25-08-21 14:55:00 -0500","15.756"
"17953","25-08-21 15:00:00 -0500","16.958"
"17954","25-08-21 15:05:00 -0500","24.121"
"17955","25-08-21 15:10:00 -0500","16.164"
"17956","25-08-21 15:15:00 -0500","18.781"
"17957","25-08-21 15:20:00 -0500","23.907"
"17958","25-08-21 15:25:00 -0500","19.66"
"17959","25-08-21 15:30:00 -0500","16.979"
"17960","25-08-21 15:35:00 -0500","22.534"
"17961","25-08-21 15:40:00 -0500","23.135"
"17962","25-08-21 15:45:00 -0500","22.513"
"17963","25-08-21 15:50:00 -0500","22.126"
"17964","25-08-21 15:55:00 -0500","19.81"
"17965","25-08-21 16:00:00 -0500","14.899"
"17966","25-08-21 16:05:00 -0500","19.017"
"17967","25-08-21 16:10:00 -0500","21.354"
"17968","25-08-21 16:15:00 -0500","21.462"
"17969","25-08-21 16:20:00 -0500","20.26"
"17970","25-08-21 16:25:00 -0500","20.003"
"17971","25-08-21 16:30:00 -0500","19.767"
"17972","25-08-21 16:35:00 -0500","20.089"
"17973","25-08-21 16:40:00 -0500","19.145"
"17974","25-08-21 16:45:00 -0500","18.395"
"17975","25-08-21 16:50:00 -0500","18.266"
"17976","25-08-21 16:55:00 -0500","17.708"
"17977","25-08-21 17:00:00 -0500","17.837"
"17978","25-08-21 17:05:00 -0500","15.842"
"17979","25-08-21 17:10:00 -0500","12.732"
"17980","25-08-21 17:15:00 -0500","12.303"
"17981","25-08-21 17:20:00 -0500","11.982"
"17982","25-08-21 17:25:00 -0500","11.381"
"17983","25-08-21 17:30:00 -0500","10.781"
"17984","25-08-21 17:35:00 -0500","10.759"
"17985","25-08-21 17:40:00 -0500","10.244"
"17986","25-08-21 17:45:00 -0500","9.901"
"17987","25-08-21 17:50:00 -0500","9.751"
"17988","25-08-21 17:55:00 -0500","9.837"
"17989","25-08-21 18:00:00 -0500","9.558"
"17990","25-08-21 18:05:00 -0500","9.408"
"17991","25-08-21 18:10:00 -0500","9.108"
"17992","25-08-21 18:15:00 -0500","8.743"
"17993","25-08-21 18:20:00 -0500","8.679"
"17994","25-08-21 18:25:00 -0500","8.679"
"17995","25-08-21 18:30:00 -0500","8.486"
"17996","25-08-21 18:35:00 -0500","7.949"
"17997","25-08-21 18:40:00 -0500","7.156"
"17998","25-08-21 18:45:00 -0500","7.563"
"17999","25-08-21 18:50:00 -0500","7.52"
"18000","25-08-21 18:55:00 -0500","7.799"
"18001","25-08-21 19:00:00 -0500","7.435"
"18002","25-08-21 19:05:00 -0500","6.276"
"18003","25-08-21 19:10:00 -0500","6.148"
"18004","25-08-21 19:15:00 -0500","5.075"
"18005","25-08-21 19:20:00 -0500","5.14"
"18006","25-08-21 19:25:00 -0500","5.762"
"18007","25-08-21 19:30:00 -0500","5.762"
"18008","25-08-21 19:35:00 -0500","5.676"
"18009","25-08-21 19:40:00 -0500","5.397"
"18010","25-08-21 19:45:00 -0500","5.204"
"18011","25-08-21 19:50:00 -0500","5.869"
"18012","25-08-21 19:55:00 -0500","6.212"
"18013","25-08-21 20:00:00 -0500","6.491"
"18014","25-08-21 20:05:00 -0500","6.92"
"18015","25-08-21 20:10:00 -0500","7.585"
"18016","25-08-21 20:15:00 -0500","7.735"
"18017","25-08-21 20:20:00 -0500","7.413"
"18018","25-08-21 20:25:00 -0500","7.413"
"18019","25-08-21 20:30:00 -0500","6.834"
"18020","25-08-21 20:35:00 -0500","6.813"
"18021","25-08-21 20:40:00 -0500","6.663"
"18022","25-08-21 20:45:00 -0500","6.319"
"18023","25-08-21 20:50:00 -0500","6.212"
"18024","25-08-21 20:55:00 -0500","5.998"
"18025","25-08-21 21:00:00 -0500","5.633"
"18026","25-08-21 21:05:00 -0500","5.89"
"18027","25-08-21 21:10:00 -0500","5.333"
"18028","25-08-21 21:15:00 -0500","4.067"
"18029","25-08-21 21:20:00 -0500","3.531"
"18030","25-08-21 21:25:00 -0500","3.295"
"18031","25-08-21 21:30:00 -0500","4.175"
"18032","25-08-21 21:35:00 -0500","4.453"
"18033","25-08-21 21:40:00 -0500","4.561"
"18034","25-08-21 21:45:00 -0500","4.689"
"18035","25-08-21 21:50:00 -0500","4.711"
"18036","25-08-21 21:55:00 -0500","5.097"
"18037","25-08-21 22:00:00 -0500","4.925"
"18038","25-08-21 22:05:00 -0500","3.188"
"18039","25-08-21 22:10:00 -0500","3.424"
"18040","25-08-21 22:15:00 -0500","3.424"
"18041","25-08-21 22:20:00 -0500","3.595"
"18042","25-08-21 22:25:00 -0500","3.488"
"18043","25-08-21 22:30:00 -0500","3.338"
"18044","25-08-21 22:35:00 -0500","2.652"
"18045","25-08-21 22:40:00 -0500","2.437"
"18046","25-08-21 22:45:00 -0500","1.901"
"18047","25-08-21 22:50:00 -0500","1.644"
"18048","25-08-21 22:55:00 -0500","1.515"
"18049","25-08-21 23:00:00 -0500","2.416"
"18050","25-08-21 23:05:00 -0500","0.657"
"18051","25-08-21 23:10:00 -0500","0.679"
"18052","25-08-21 23:15:00 -0500","0.743"
"18053","25-08-21 23:20:00 -0500","0.292"
"18054","25-08-21 23:25:00 -0500","0.593"
"18055","25-08-21 23:30:00 -0500","0.314"
"18056","25-08-21 23:35:00 -0500","0.164"
"18057","25-08-21 23:40:00 -0500","0.657"
"18058","25-08-21 23:45:00 -0500","0.571"
"18059","25-08-21 23:50:00 -0500","0.035"
"18060","25-08-21 23:55:00 -0500","0.057"
"18061","25-08-22 00:00:00 -0500","-0.265"
"18062","25-08-22 00:05:00 -0500","-0.265"
"18063","25-08-22 00:10:00 -0500","-0.887"
"18064","25-08-22 00:15:00 -0500","-0.78"
"18065","25-08-22 00:20:00 -0500","-0.951"
"18066","25-08-22 00:25:00 -0500","-1.166"
"18067","25-08-22 00:30:00 -0500","-1.488"
"18068","25-08-22 00:35:00 -0500","-1.809"
"18069","25-08-22 00:40:00 -0500","-1.852"
"18070","25-08-22 00:45:00 -0500","-1.767"
"18071","25-08-22 00:50:00 -0500","-1.852"
"18072","25-08-22 00:55:00 -0500","-1.917"
"18073","25-08-22 01:00:00 -0500","-2.195"
"18074","25-08-22 01:05:00 -0500","-2.367"
"18075","25-08-22 01:10:00 -0500","-2.56"
"18076","25-08-22 01:15:00 -0500","-2.882"
"18077","25-08-22 01:20:00 -0500","-3.01"
"18078","25-08-22 01:25:00 -0500","-2.968"
"18079","25-08-22 01:30:00 -0500","-2.839"
"18080","25-08-22 01:35:00 -0500","-2.753"
"18081","25-08-22 01:40:00 -0500","-3.075"
"18082","25-08-22 01:45:00 -0500","-3.032"
"18083","25-08-22 01:50:00 -0500","-2.882"
"18084","25-08-22 01:55:00 -0500","-3.01"
"18085","25-08-22 02:00:00 -0500","-3.032"
"18086","25-08-22 02:05:00 -0500","-3.611"
"18087","25-08-22 02:10:00 -0500","-3.632"
"18088","25-08-22 02:15:00 -0500","-3.868"
"18089","25-08-22 02:20:00 -0500","-3.783"
"18090","25-08-22 02:25:00 -0500","-4.362"
"18091","25-08-22 02:30:00 -0500","-3.847"
"18092","25-08-22 02:35:00 -0500","-3.675"
"18093","25-08-22 02:40:00 -0500","-4.019"
"18094","25-08-22 02:45:00 -0500","-4.083"
"18095","25-08-22 02:50:00 -0500","-4.748"
"18096","25-08-22 02:55:00 -0500","-4.34"
"18097","25-08-22 03:00:00 -0500","-3.954"
"18098","25-08-22 03:05:00 -0500","-3.547"
"18099","25-08-22 03:10:00 -0500","-3.74"
"18100","25-08-22 03:15:00 -0500","-4.19"
"18101","25-08-22 03:20:00 -0500","-4.49"
"18102","25-08-22 03:25:00 -0500","-4.791"
"18103","25-08-22 03:30:00 -0500","-4.19"
"18104","25-08-22 03:35:00 -0500","-4.662"
"18105","25-08-22 03:40:00 -0500","-4.276"
"18106","25-08-22 03:45:00 -0500","-4.362"
"18107","25-08-22 03:50:00 -0500","-4.769"
"18108","25-08-22 03:55:00 -0500","-4.984"
"18109","25-08-22 04:00:00 -0500","-5.305"
"18110","25-08-22 04:05:00 -0500","-5.134"
"18111","25-08-22 04:10:00 -0500","-5.005"
"18112","25-08-22 04:15:00 -0500","-4.791"
"18113","25-08-22 04:20:00 -0500","-4.855"
"18114","25-08-22 04:25:00 -0500","-5.241"
"18115","25-08-22 04:30:00 -0500","-4.941"
"18116","25-08-22 04:35:00 -0500","-4.962"
"18117","25-08-22 04:40:00 -0500","-4.812"
"18118","25-08-22 04:45:00 -0500","-5.027"
"18119","25-08-22 04:50:00 -0500","-5.348"
"18120","25-08-22 04:55:00 -0500","-5.134"
"18121","25-08-22 05:00:00 -0500","-5.069"
"18122","25-08-22 05:05:00 -0500","-4.834"
"18123","25-08-22 05:10:00 -0500","-5.305"
"18124","25-08-22 05:15:00 -0500","-4.962"
"18125","25-08-22 05:20:00 -0500","-4.147"
"18126","25-08-22 05:25:00 -0500","-3.868"
"18127","25-08-22 05:30:00 -0500","-3.675"
"18128","25-08-22 05:35:00 -0500","-3.59"
"18129","25-08-22 05:40:00 -0500","-3.289"
"18130","25-08-22 05:45:00 -0500","-3.268"
"18131","25-08-22 05:50:00 -0500","-3.161"
"18132","25-08-22 05:55:00 -0500","-3.182"
"18133","25-08-22 06:00:00 -0500","-3.139"
"18134","25-08-22 06:05:00 -0500","-2.903"
"18135","25-08-22 06:10:00 -0500","-2.71"
"18136","25-08-22 06:15:00 -0500","-2.496"
"18137","25-08-22 06:20:00 -0500","-2.26"
"18138","25-08-22 06:25:00 -0500","-1.788"
"18139","25-08-22 06:30:00 -0500","-1.595"
"18140","25-08-22 06:35:00 -0500","-1.209"
"18141","25-08-22 06:40:00 -0500","-0.651"
"18142","25-08-22 06:45:00 -0500","-0.351"
"18143","25-08-22 06:50:00 -0500","0.164"
"18144","25-08-22 06:55:00 -0500","0.528"
"18145","25-08-22 07:00:00 -0500","1.086"
"18146","25-08-22 07:05:00 -0500","1.472"
"18147","25-08-22 07:10:00 -0500","2.051"
"18148","25-08-22 07:15:00 -0500","2.78"
"18149","25-08-22 07:20:00 -0500","2.566"
"18150","25-08-22 07:25:00 -0500","2.738"
"18151","25-08-22 07:30:00 -0500","2.952"
"18152","25-08-22 07:35:00 -0500","3.252"
"18153","25-08-22 07:40:00 -0500","3.252"
"18154","25-08-22 07:45:00 -0500","4.067"
"18155","25-08-22 07:50:00 -0500","4.539"
"18156","25-08-22 07:55:00 -0500","5.011"
"18157","25-08-22 08:00:00 -0500","5.054"
"18158","25-08-22 08:05:00 -0500","5.826"
"18159","25-08-22 08:10:00 -0500","7.649"
"18160","25-08-22 08:15:00 -0500","8.164"
"18161","25-08-22 08:20:00 -0500","9.193"
"18162","25-08-22 08:25:00 -0500","9.708"
"18163","25-08-22 08:30:00 -0500","10.63"
"18164","25-08-22 08:35:00 -0500","9.901"
"18165","25-08-22 08:40:00 -0500","10.587"
"18166","25-08-22 08:45:00 -0500","11.231"
"18167","25-08-22 08:50:00 -0500","11.617"
"18168","25-08-22 08:55:00 -0500","12.432"
"18169","25-08-22 09:00:00 -0500","13.912"
"18170","25-08-22 09:05:00 -0500","13.526"
"18171","25-08-22 09:10:00 -0500","13.633"
"18172","25-08-22 09:15:00 -0500","13.247"
"18173","25-08-22 09:20:00 -0500","18.823"
"18174","25-08-22 09:25:00 -0500","22.126"
"18175","25-08-22 09:30:00 -0500","22.277"
"18176","25-08-22 09:35:00 -0500","24.035"
"18177","25-08-22 09:40:00 -0500","22.448"
"18178","25-08-22 09:45:00 -0500","20.496"
"18179","25-08-22 09:50:00 -0500","20.346"
"18180","25-08-22 09:55:00 -0500","19.317"
"18181","25-08-22 10:00:00 -0500","23.006"
"18182","25-08-22 10:05:00 -0500","22.727"
"18183","25-08-22 10:10:00 -0500","18.373"
"18184","25-08-22 10:15:00 -0500","18.866"
"18185","25-08-22 10:20:00 -0500","19.36"
"18186","25-08-22 10:25:00 -0500","16.764"
"18187","25-08-22 10:30:00 -0500","16.936"
"18188","25-08-22 10:35:00 -0500","17.923"
"18189","25-08-22 10:40:00 -0500","19.467"
"18190","25-08-22 10:45:00 -0500","17.601"
"18191","25-08-22 10:50:00 -0500","19.038"
"18192","25-08-22 10:55:00 -0500","21.826"
"18193","25-08-22 11:00:00 -0500","25"
"18194","25-08-22 11:05:00 -0500","22.234"
"18195","25-08-22 11:10:00 -0500","21.955"
"18196","25-08-22 11:15:00 -0500","17.901"
"18197","25-08-22 11:20:00 -0500","22.641"
"18198","25-08-22 11:25:00 -0500","22.598"
"18199","25-08-22 11:30:00 -0500","23.885"
"18200","25-08-22 11:35:00 -0500","24.507"
"18201","25-08-22 11:40:00 -0500","24.829"
"18202","25-08-22 11:45:00 -0500","26.759"
"18203","25-08-22 11:50:00 -0500","23.37"
"18204","25-08-22 11:55:00 -0500","18.073"
"18205","25-08-22 12:00:00 -0500","22.77"
"18206","25-08-22 12:05:00 -0500","18.502"
"18207","25-08-22 12:10:00 -0500","21.655"
"18208","25-08-22 12:15:00 -0500","19.767"
"18209","25-08-22 12:20:00 -0500","24.207"
"18210","25-08-22 12:25:00 -0500","23.285"
"18211","25-08-22 12:30:00 -0500","18.588"
"18212","25-08-22 12:35:00 -0500","24.979"
"18213","25-08-22 12:40:00 -0500","23.992"
"18214","25-08-22 12:45:00 -0500","17.966"
"18215","25-08-22 12:50:00 -0500","22.899"
"18216","25-08-22 12:55:00 -0500","23.306"
"18217","25-08-22 13:00:00 -0500","22.298"
"18218","25-08-22 13:05:00 -0500","18.287"
"18219","25-08-22 13:10:00 -0500","20.518"
"18220","25-08-22 13:15:00 -0500","22.105"
"18221","25-08-22 13:20:00 -0500","18.738"
"18222","25-08-22 13:25:00 -0500","24.164"
"18223","25-08-22 13:30:00 -0500","19.81"
"18224","25-08-22 13:35:00 -0500","18.995"
"18225","25-08-22 13:40:00 -0500","22.92"
"18226","25-08-22 13:45:00 -0500","23.135"
"18227","25-08-22 13:50:00 -0500","20.175"
"18228","25-08-22 13:55:00 -0500","19.789"
"18229","25-08-22 14:00:00 -0500","18.502"
"18230","25-08-22 14:05:00 -0500","18.866"
"18231","25-08-22 14:10:00 -0500","21.526"
"18232","25-08-22 14:15:00 -0500","22.963"
"18233","25-08-22 14:20:00 -0500","24.464"
"18234","25-08-22 14:25:00 -0500","23.285"
"18235","25-08-22 14:30:00 -0500","21.226"
"18236","25-08-22 14:35:00 -0500","22.062"
"18237","25-08-22 14:40:00 -0500","19.317"
"18238","25-08-22 14:45:00 -0500","22.169"
"18239","25-08-22 14:50:00 -0500","22.47"
"18240","25-08-22 14:55:00 -0500","21.311"
"18241","25-08-22 15:00:00 -0500","20.689"
"18242","25-08-22 15:05:00 -0500","18.823"
"18243","25-08-22 15:10:00 -0500","17.386"
"18244","25-08-22 15:15:00 -0500","21.783"
"18245","25-08-22 15:20:00 -0500","22.084"
"18246","25-08-22 15:25:00 -0500","19.167"
"18247","25-08-22 15:30:00 -0500","19.081"
"18248","25-08-22 15:35:00 -0500","22.92"
"18249","25-08-22 15:40:00 -0500","21.14"
"18250","25-08-22 15:45:00 -0500","20.668"
"18251","25-08-22 15:50:00 -0500","17.665"
"18252","25-08-22 15:55:00 -0500","20.26"
"18253","25-08-22 16:00:00 -0500","20.539"
"18254","25-08-22 16:05:00 -0500","18.823"
"18255","25-08-22 16:10:00 -0500","17.172"
"18256","25-08-22 16:15:00 -0500","19.059"
"18257","25-08-22 16:20:00 -0500","19.295"
"18258","25-08-22 16:25:00 -0500","16.679"
"18259","25-08-22 16:30:00 -0500","16.293"
"18260","25-08-22 16:35:00 -0500","16.786"
"18261","25-08-22 16:40:00 -0500","15.306"
"18262","25-08-22 16:45:00 -0500","14.941"
"18263","25-08-22 16:50:00 -0500","14.555"
"18264","25-08-22 16:55:00 -0500","14.191"
"18265","25-08-22 17:00:00 -0500","13.719"
"18266","25-08-22 17:05:00 -0500","13.998"
"18267","25-08-22 17:10:00 -0500","13.462"
"18268","25-08-22 17:15:00 -0500","12.99"
"18269","25-08-22 17:20:00 -0500","12.475"
"18270","25-08-22 17:25:00 -0500","12.239"
"18271","25-08-22 17:30:00 -0500","12.003"
"18272","25-08-22 17:35:00 -0500","11.016"
"18273","25-08-22 17:40:00 -0500","10.845"
"18274","25-08-22 17:45:00 -0500","10.866"
"18275","25-08-22 17:50:00 -0500","10.416"
"18276","25-08-22 17:55:00 -0500","10.18"
"18277","25-08-22 18:00:00 -0500","10.159"
"18278","25-08-22 18:05:00 -0500","9.815"
"18279","25-08-22 18:10:00 -0500","9.429"
"18280","25-08-22 18:15:00 -0500","9.193"
"18281","25-08-22 18:20:00 -0500","8.614"
"18282","25-08-22 18:25:00 -0500","8.25"
"18283","25-08-22 18:30:00 -0500","7.907"
"18284","25-08-22 18:35:00 -0500","8.1"
"18285","25-08-22 18:40:00 -0500","7.177"
"18286","25-08-22 18:45:00 -0500","7.842"
"18287","25-08-22 18:50:00 -0500","8.185"
"18288","25-08-22 18:55:00 -0500","8.378"
"18289","25-08-22 19:00:00 -0500","8.357"
"18290","25-08-22 19:05:00 -0500","8.271"
"18291","25-08-22 19:10:00 -0500","7.949"
"18292","25-08-22 19:15:00 -0500","7.649"
"18293","25-08-22 19:20:00 -0500","7.392"
"18294","25-08-22 19:25:00 -0500","7.842"
"18295","25-08-22 19:30:00 -0500","7.628"
"18296","25-08-22 19:35:00 -0500","6.019"
"18297","25-08-22 19:40:00 -0500","6.427"
"18298","25-08-22 19:45:00 -0500","5.869"
"18299","25-08-22 19:50:00 -0500","5.676"
"18300","25-08-22 19:55:00 -0500","6.491"
"18301","25-08-22 20:00:00 -0500","6.577"
"18302","25-08-22 20:05:00 -0500","6.727"
"18303","25-08-22 20:10:00 -0500","6.663"
"18304","25-08-22 20:15:00 -0500","6.684"
"18305","25-08-22 20:20:00 -0500","6.663"
"18306","25-08-22 20:25:00 -0500","6.834"
"18307","25-08-22 20:30:00 -0500","6.684"
"18308","25-08-22 20:35:00 -0500","6.448"
"18309","25-08-22 20:40:00 -0500","5.762"
"18310","25-08-22 20:45:00 -0500","5.976"
"18311","25-08-22 20:50:00 -0500","6.384"
"18312","25-08-22 20:55:00 -0500","6.298"
"18313","25-08-22 21:00:00 -0500","6.705"
"18314","25-08-22 21:05:00 -0500","6.555"
"18315","25-08-22 21:10:00 -0500","6.448"
"18316","25-08-22 21:15:00 -0500","6.512"
"18317","25-08-22 21:20:00 -0500","6.191"
"18318","25-08-22 21:25:00 -0500","6.512"
"18319","25-08-22 21:30:00 -0500","6.534"
"18320","25-08-22 21:35:00 -0500","6.234"
"18321","25-08-22 21:40:00 -0500","5.848"
"18322","25-08-22 21:45:00 -0500","5.483"
"18323","25-08-22 21:50:00 -0500","5.547"
"18324","25-08-22 21:55:00 -0500","5.29"
"18325","25-08-22 22:00:00 -0500","4.26"
"18326","25-08-22 22:05:00 -0500","4.175"
"18327","25-08-22 22:10:00 -0500","3.789"
"18328","25-08-22 22:15:00 -0500","3.252"
"18329","25-08-22 22:20:00 -0500","2.63"
"18330","25-08-22 22:25:00 -0500","2.094"
"18331","25-08-22 22:30:00 -0500","2.137"
"18332","25-08-22 22:35:00 -0500","2.051"
"18333","25-08-22 22:40:00 -0500","1.73"
"18334","25-08-22 22:45:00 -0500","1.772"
"18335","25-08-22 22:50:00 -0500","1.236"
"18336","25-08-22 22:55:00 -0500","0.872"
"18337","25-08-22 23:00:00 -0500","0.443"
"18338","25-08-22 23:05:00 -0500","0.142"
"18339","25-08-22 23:10:00 -0500","-0.372"
"18340","25-08-22 23:15:00 -0500","-0.008"
"18341","25-08-22 23:20:00 -0500","-0.201"
"18342","25-08-22 23:25:00 -0500","-0.394"
"18343","25-08-22 23:30:00 -0500","-0.673"
"18344","25-08-22 23:35:00 -0500","-0.994"
"18345","25-08-22 23:40:00 -0500","-0.823"
"18346","25-08-22 23:45:00 -0500","-1.037"
"18347","25-08-22 23:50:00 -0500","-1.037"
"18348","25-08-22 23:55:00 -0500","-1.102"
"18349","25-08-23 00:00:00 -0500","-0.458"
"18350","25-08-23 00:05:00 -0500","-0.051"
"18351","25-08-23 00:10:00 -0500","-0.094"
"18352","25-08-23 00:15:00 -0500","-0.523"
"18353","25-08-23 00:20:00 -0500","-1.059"
"18354","25-08-23 00:25:00 -0500","-1.402"
"18355","25-08-23 00:30:00 -0500","-1.509"
"18356","25-08-23 00:35:00 -0500","-1.08"
"18357","25-08-23 00:40:00 -0500","-0.866"
"18358","25-08-23 00:45:00 -0500","-0.93"
"18359","25-08-23 00:50:00 -0500","-1.38"
"18360","25-08-23 00:55:00 -0500","-1.573"
"18361","25-08-23 01:00:00 -0500","-1.466"
"18362","25-08-23 01:05:00 -0500","-1.788"
"18363","25-08-23 01:10:00 -0500","-2.303"
"18364","25-08-23 01:15:00 -0500","-2.346"
"18365","25-08-23 01:20:00 -0500","-2.517"
"18366","25-08-23 01:25:00 -0500","-2.667"
"18367","25-08-23 01:30:00 -0500","-2.517"
"18368","25-08-23 01:35:00 -0500","-2.346"
