"Line#","Date","Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981"
"10884","25-07-28 01:50:00 -0500","1"
"10885","25-07-28 01:55:00 -0500","1"
"10886","25-07-28 02:00:00 -0500","1"
"10887","25-07-28 02:05:00 -0500","1"
"10888","25-07-28 02:10:00 -0500","1"
"10889","25-07-28 02:15:00 -0500","1"
"10890","25-07-28 02:20:00 -0500","1"
"10891","25-07-28 02:25:00 -0500","1"
"10892","25-07-28 02:30:00 -0500","1"
"10893","25-07-28 02:35:00 -0500","1"
"10894","25-07-28 02:40:00 -0500","1"
"10895","25-07-28 02:45:00 -0500","1"
"10896","25-07-28 02:50:00 -0500","1"
"10897","25-07-28 02:55:00 -0500","1"
"10898","25-07-28 03:00:00 -0500","1"
"10899","25-07-28 03:05:00 -0500","1"
"10900","25-07-28 03:10:00 -0500","1"
"10901","25-07-28 03:15:00 -0500","1"
"10902","25-07-28 03:20:00 -0500","1"
"10903","25-07-28 03:25:00 -0500","1"
"10904","25-07-28 03:30:00 -0500","1"
"10905","25-07-28 03:35:00 -0500","1"
"10906","25-07-28 03:40:00 -0500","1"
"10907","25-07-28 03:45:00 -0500","1"
"10908","25-07-28 03:50:00 -0500","1"
"10909","25-07-28 03:55:00 -0500","1"
"10910","25-07-28 04:00:00 -0500","1"
"10911","25-07-28 04:05:00 -0500","1"
"10912","25-07-28 04:10:00 -0500","1"
"10913","25-07-28 04:15:00 -0500","1"
"10914","25-07-28 04:20:00 -0500","1"
"10915","25-07-28 04:25:00 -0500","1"
"10916","25-07-28 04:30:00 -0500","1"
"10917","25-07-28 04:35:00 -0500","1"
"10918","25-07-28 04:40:00 -0500","1"
"10919","25-07-28 04:45:00 -0500","1"
"10920","25-07-28 04:50:00 -0500","1"
"10921","25-07-28 04:55:00 -0500","1"
"10922","25-07-28 05:00:00 -0500","1"
"10923","25-07-28 05:05:00 -0500","1"
"10924","25-07-28 05:10:00 -0500","1"
"10925","25-07-28 05:15:00 -0500","1"
"10926","25-07-28 05:20:00 -0500","1"
"10927","25-07-28 05:25:00 -0500","1"
"10928","25-07-28 05:30:00 -0500","1"
"10929","25-07-28 05:35:00 -0500","1"
"10930","25-07-28 05:40:00 -0500","1"
"10931","25-07-28 05:45:00 -0500","1"
"10932","25-07-28 05:50:00 -0500","1"
"10933","25-07-28 05:55:00 -0500","1"
"10934","25-07-28 06:00:00 -0500","1"
"10935","25-07-28 06:05:00 -0500","2"
"10936","25-07-28 06:10:00 -0500","4"
"10937","25-07-28 06:15:00 -0500","7"
"10938","25-07-28 06:20:00 -0500","11"
"10939","25-07-28 06:25:00 -0500","12"
"10940","25-07-28 06:30:00 -0500","16"
"10941","25-07-28 06:35:00 -0500","93"
"10942","25-07-28 06:40:00 -0500","116"
"10943","25-07-28 06:45:00 -0500","133"
"10944","25-07-28 06:50:00 -0500","148"
"10945","25-07-28 06:55:00 -0500","163"
"10946","25-07-28 07:00:00 -0500","174"
"10947","25-07-28 07:05:00 -0500","187"
"10948","25-07-28 07:10:00 -0500","204"
"10949","25-07-28 07:15:00 -0500","221"
"10950","25-07-28 07:20:00 -0500","238"
"10951","25-07-28 07:25:00 -0500","256"
"10952","25-07-28 07:30:00 -0500","273"
"10953","25-07-28 07:35:00 -0500","291"
"10954","25-07-28 07:40:00 -0500","308"
"10955","25-07-28 07:45:00 -0500","324"
"10956","25-07-28 07:50:00 -0500","341"
"10957","25-07-28 07:55:00 -0500","357"
"10958","25-07-28 08:00:00 -0500","374"
"10959","25-07-28 08:05:00 -0500","392"
"10960","25-07-28 08:10:00 -0500","408"
"10961","25-07-28 08:15:00 -0500","423"
"10962","25-07-28 08:20:00 -0500","441"
"10963","25-07-28 08:25:00 -0500","456"
"10964","25-07-28 08:30:00 -0500","471"
"10965","25-07-28 08:35:00 -0500","486"
"10966","25-07-28 08:40:00 -0500","499"
"10967","25-07-28 08:45:00 -0500","516"
"10968","25-07-28 08:50:00 -0500","528"
"10969","25-07-28 08:55:00 -0500","544"
"10970","25-07-28 09:00:00 -0500","558"
"10971","25-07-28 09:05:00 -0500","571"
"10972","25-07-28 09:10:00 -0500","582"
"10973","25-07-28 09:15:00 -0500","594"
"10974","25-07-28 09:20:00 -0500","604"
"10975","25-07-28 09:25:00 -0500","621"
"10976","25-07-28 09:30:00 -0500","632"
"10977","25-07-28 09:35:00 -0500","642"
"10978","25-07-28 09:40:00 -0500","652"
"10979","25-07-28 09:45:00 -0500","663"
"10980","25-07-28 09:50:00 -0500","674"
"10981","25-07-28 09:55:00 -0500","682"
"10982","25-07-28 10:00:00 -0500","694"
"10983","25-07-28 10:05:00 -0500","699"
"10984","25-07-28 10:10:00 -0500","702"
"10985","25-07-28 10:15:00 -0500","712"
"10986","25-07-28 10:20:00 -0500","583"
"10987","25-07-28 10:25:00 -0500","726"
"10988","25-07-28 10:30:00 -0500","731"
"10989","25-07-28 10:35:00 -0500","738"
"10990","25-07-28 10:40:00 -0500","746"
"10991","25-07-28 10:45:00 -0500","748"
"10992","25-07-28 10:50:00 -0500","757"
"10993","25-07-28 10:55:00 -0500","761"
"10994","25-07-28 11:00:00 -0500","764"
"10995","25-07-28 11:05:00 -0500","766"
"10996","25-07-28 11:10:00 -0500","768"
"10997","25-07-28 11:15:00 -0500","773"
"10998","25-07-28 11:20:00 -0500","774"
"10999","25-07-28 11:25:00 -0500","773"
"11000","25-07-28 11:30:00 -0500","777"
"11001","25-07-28 11:35:00 -0500","778"
"11002","25-07-28 11:40:00 -0500","778"
"11003","25-07-28 11:45:00 -0500","778"
"11004","25-07-28 11:50:00 -0500","774"
"11005","25-07-28 11:55:00 -0500","774"
"11006","25-07-28 12:00:00 -0500","773"
"11007","25-07-28 12:05:00 -0500","776"
"11008","25-07-28 12:10:00 -0500","773"
"11009","25-07-28 12:15:00 -0500","767"
"11010","25-07-28 12:20:00 -0500","766"
"11011","25-07-28 12:25:00 -0500","758"
"11012","25-07-28 12:30:00 -0500","753"
"11013","25-07-28 12:35:00 -0500","751"
"11014","25-07-28 12:40:00 -0500","747"
"11015","25-07-28 12:45:00 -0500","743"
"11016","25-07-28 12:50:00 -0500","741"
"11017","25-07-28 12:55:00 -0500","732"
"11018","25-07-28 13:00:00 -0500","722"
"11019","25-07-28 13:05:00 -0500","719"
"11020","25-07-28 13:10:00 -0500","714"
"11021","25-07-28 13:15:00 -0500","706"
"11022","25-07-28 13:20:00 -0500","703"
"11023","25-07-28 13:25:00 -0500","698"
"11024","25-07-28 13:30:00 -0500","673"
"11025","25-07-28 13:35:00 -0500","676"
"11026","25-07-28 13:40:00 -0500","662"
"11027","25-07-28 13:45:00 -0500","656"
"11028","25-07-28 13:50:00 -0500","634"
"11029","25-07-28 13:55:00 -0500","621"
"11030","25-07-28 14:00:00 -0500","634"
"11031","25-07-28 14:05:00 -0500","632"
"11032","25-07-28 14:10:00 -0500","592"
"11033","25-07-28 14:15:00 -0500","618"
"11034","25-07-28 14:20:00 -0500","596"
"11035","25-07-28 14:25:00 -0500","592"
"11036","25-07-28 14:30:00 -0500","548"
"11037","25-07-28 14:35:00 -0500","522"
"11038","25-07-28 14:40:00 -0500","519"
"11039","25-07-28 14:45:00 -0500","504"
"11040","25-07-28 14:50:00 -0500","482"
"11041","25-07-28 14:55:00 -0500","449"
"11042","25-07-28 15:00:00 -0500","482"
"11043","25-07-28 15:05:00 -0500","461"
"11044","25-07-28 15:10:00 -0500","304"
"11045","25-07-28 15:15:00 -0500","427"
"11046","25-07-28 15:20:00 -0500","117"
"11047","25-07-28 15:25:00 -0500","398"
"11048","25-07-28 15:30:00 -0500","69"
"11049","25-07-28 15:35:00 -0500","338"
"11050","25-07-28 15:40:00 -0500","258"
"11051","25-07-28 15:45:00 -0500","62"
"11052","25-07-28 15:50:00 -0500","56"
"11053","25-07-28 15:55:00 -0500","59"
"11054","25-07-28 16:00:00 -0500","293"
"11055","25-07-28 16:05:00 -0500","107"
"11056","25-07-28 16:10:00 -0500","268"
"11057","25-07-28 16:15:00 -0500","249"
"11058","25-07-28 16:20:00 -0500","231"
"11059","25-07-28 16:25:00 -0500","213"
"11060","25-07-28 16:30:00 -0500","196"
"11061","25-07-28 16:35:00 -0500","173"
"11062","25-07-28 16:40:00 -0500","144"
"11063","25-07-28 16:45:00 -0500","109"
"11064","25-07-28 16:50:00 -0500","87"
"11065","25-07-28 16:55:00 -0500","67"
"11066","25-07-28 17:00:00 -0500","47"
"11067","25-07-28 17:05:00 -0500","32"
"11068","25-07-28 17:10:00 -0500","21"
"11069","25-07-28 17:15:00 -0500","16"
"11070","25-07-28 17:20:00 -0500","12"
"11071","25-07-28 17:25:00 -0500","9"
"11072","25-07-28 17:30:00 -0500","6"
"11073","25-07-28 17:35:00 -0500","3"
"11074","25-07-28 17:40:00 -0500","1"
"11075","25-07-28 17:45:00 -0500","1"
"11076","25-07-28 17:50:00 -0500","1"
"11077","25-07-28 17:55:00 -0500","1"
"11078","25-07-28 18:00:00 -0500","1"
"11079","25-07-28 18:05:00 -0500","1"
"11080","25-07-28 18:10:00 -0500","1"
"11081","25-07-28 18:15:00 -0500","1"
"11082","25-07-28 18:20:00 -0500","1"
"11083","25-07-28 18:25:00 -0500","1"
"11084","25-07-28 18:30:00 -0500","1"
"11085","25-07-28 18:35:00 -0500","1"
"11086","25-07-28 18:40:00 -0500","1"
"11087","25-07-28 18:45:00 -0500","1"
"11088","25-07-28 18:50:00 -0500","1"
"11089","25-07-28 18:55:00 -0500","1"
"11090","25-07-28 19:00:00 -0500","1"
"11091","25-07-28 19:05:00 -0500","1"
"11092","25-07-28 19:10:00 -0500","1"
"11093","25-07-28 19:15:00 -0500","1"
"11094","25-07-28 19:20:00 -0500","1"
"11095","25-07-28 19:25:00 -0500","1"
"11096","25-07-28 19:30:00 -0500","1"
"11097","25-07-28 19:35:00 -0500","1"
"11098","25-07-28 19:40:00 -0500","1"
"11099","25-07-28 19:45:00 -0500","1"
"11100","25-07-28 19:50:00 -0500","1"
"11101","25-07-28 19:55:00 -0500","1"
"11102","25-07-28 20:00:00 -0500","1"
"11103","25-07-28 20:05:00 -0500","1"
"11104","25-07-28 20:10:00 -0500","1"
"11105","25-07-28 20:15:00 -0500","1"
"11106","25-07-28 20:20:00 -0500","1"
"11107","25-07-28 20:25:00 -0500","1"
"11108","25-07-28 20:30:00 -0500","1"
"11109","25-07-28 20:35:00 -0500","1"
"11110","25-07-28 20:40:00 -0500","1"
"11111","25-07-28 20:45:00 -0500","1"
"11112","25-07-28 20:50:00 -0500","1"
"11113","25-07-28 20:55:00 -0500","1"
"11114","25-07-28 21:00:00 -0500","1"
"11115","25-07-28 21:05:00 -0500","1"
"11116","25-07-28 21:10:00 -0500","1"
"11117","25-07-28 21:15:00 -0500","1"
"11118","25-07-28 21:20:00 -0500","1"
"11119","25-07-28 21:25:00 -0500","1"
"11120","25-07-28 21:30:00 -0500","1"
"11121","25-07-28 21:35:00 -0500","1"
"11122","25-07-28 21:40:00 -0500","1"
"11123","25-07-28 21:45:00 -0500","1"
"11124","25-07-28 21:50:00 -0500","1"
"11125","25-07-28 21:55:00 -0500","1"
"11126","25-07-28 22:00:00 -0500","1"
"11127","25-07-28 22:05:00 -0500","1"
"11128","25-07-28 22:10:00 -0500","1"
"11129","25-07-28 22:15:00 -0500","1"
"11130","25-07-28 22:20:00 -0500","1"
"11131","25-07-28 22:25:00 -0500","1"
"11132","25-07-28 22:30:00 -0500","1"
"11133","25-07-28 22:35:00 -0500","1"
"11134","25-07-28 22:40:00 -0500","1"
"11135","25-07-28 22:45:00 -0500","1"
"11136","25-07-28 22:50:00 -0500","1"
"11137","25-07-28 22:55:00 -0500","1"
"11138","25-07-28 23:00:00 -0500","1"
"11139","25-07-28 23:05:00 -0500","1"
"11140","25-07-28 23:10:00 -0500","1"
"11141","25-07-28 23:15:00 -0500","1"
"11142","25-07-28 23:20:00 -0500","1"
"11143","25-07-28 23:25:00 -0500","1"
"11144","25-07-28 23:30:00 -0500","1"
"11145","25-07-28 23:35:00 -0500","1"
"11146","25-07-28 23:40:00 -0500","1"
"11147","25-07-28 23:45:00 -0500","1"
"11148","25-07-28 23:50:00 -0500","1"
"11149","25-07-28 23:55:00 -0500","1"
"11150","25-07-29 00:00:00 -0500","1"
"11151","25-07-29 00:05:00 -0500","1"
"11152","25-07-29 00:10:00 -0500","1"
"11153","25-07-29 00:15:00 -0500","1"
"11154","25-07-29 00:20:00 -0500","1"
"11155","25-07-29 00:25:00 -0500","1"
"11156","25-07-29 00:30:00 -0500","1"
"11157","25-07-29 00:35:00 -0500","1"
"11158","25-07-29 00:40:00 -0500","1"
"11159","25-07-29 00:45:00 -0500","1"
"11160","25-07-29 00:50:00 -0500","1"
"11161","25-07-29 00:55:00 -0500","1"
"11162","25-07-29 01:00:00 -0500","1"
"11163","25-07-29 01:05:00 -0500","1"
"11164","25-07-29 01:10:00 -0500","1"
"11165","25-07-29 01:15:00 -0500","1"
"11166","25-07-29 01:20:00 -0500","1"
"11167","25-07-29 01:25:00 -0500","1"
"11168","25-07-29 01:30:00 -0500","1"
"11169","25-07-29 01:35:00 -0500","1"
"11170","25-07-29 01:40:00 -0500","1"
"11171","25-07-29 01:45:00 -0500","1"
"11172","25-07-29 01:50:00 -0500","1"
"11173","25-07-29 01:55:00 -0500","1"
"11174","25-07-29 02:00:00 -0500","1"
"11175","25-07-29 02:05:00 -0500","1"
"11176","25-07-29 02:10:00 -0500","1"
"11177","25-07-29 02:15:00 -0500","1"
"11178","25-07-29 02:20:00 -0500","1"
"11179","25-07-29 02:25:00 -0500","1"
"11180","25-07-29 02:30:00 -0500","1"
"11181","25-07-29 02:35:00 -0500","1"
"11182","25-07-29 02:40:00 -0500","1"
"11183","25-07-29 02:45:00 -0500","1"
"11184","25-07-29 02:50:00 -0500","1"
"11185","25-07-29 02:55:00 -0500","1"
"11186","25-07-29 03:00:00 -0500","1"
"11187","25-07-29 03:05:00 -0500","1"
"11188","25-07-29 03:10:00 -0500","1"
"11189","25-07-29 03:15:00 -0500","1"
"11190","25-07-29 03:20:00 -0500","1"
"11191","25-07-29 03:25:00 -0500","1"
"11192","25-07-29 03:30:00 -0500","1"
"11193","25-07-29 03:35:00 -0500","1"
"11194","25-07-29 03:40:00 -0500","1"
"11195","25-07-29 03:45:00 -0500","1"
"11196","25-07-29 03:50:00 -0500","1"
"11197","25-07-29 03:55:00 -0500","1"
"11198","25-07-29 04:00:00 -0500","1"
"11199","25-07-29 04:05:00 -0500","1"
"11200","25-07-29 04:10:00 -0500","1"
"11201","25-07-29 04:15:00 -0500","1"
"11202","25-07-29 04:20:00 -0500","1"
"11203","25-07-29 04:25:00 -0500","1"
"11204","25-07-29 04:30:00 -0500","1"
"11205","25-07-29 04:35:00 -0500","1"
"11206","25-07-29 04:40:00 -0500","1"
"11207","25-07-29 04:45:00 -0500","1"
"11208","25-07-29 04:50:00 -0500","1"
"11209","25-07-29 04:55:00 -0500","1"
"11210","25-07-29 05:00:00 -0500","1"
"11211","25-07-29 05:05:00 -0500","1"
"11212","25-07-29 05:10:00 -0500","1"
"11213","25-07-29 05:15:00 -0500","1"
"11214","25-07-29 05:20:00 -0500","1"
"11215","25-07-29 05:25:00 -0500","1"
"11216","25-07-29 05:30:00 -0500","1"
"11217","25-07-29 05:35:00 -0500","1"
"11218","25-07-29 05:40:00 -0500","1"
"11219","25-07-29 05:45:00 -0500","1"
"11220","25-07-29 05:50:00 -0500","1"
"11221","25-07-29 05:55:00 -0500","1"
"11222","25-07-29 06:00:00 -0500","1"
"11223","25-07-29 06:05:00 -0500","1"
"11224","25-07-29 06:10:00 -0500","1"
"11225","25-07-29 06:15:00 -0500","1"
"11226","25-07-29 06:20:00 -0500","2"
"11227","25-07-29 06:25:00 -0500","4"
"11228","25-07-29 06:30:00 -0500","9"
"11229","25-07-29 06:35:00 -0500","14"
"11230","25-07-29 06:40:00 -0500","17"
"11231","25-07-29 06:45:00 -0500","22"
"11232","25-07-29 06:50:00 -0500","27"
"11233","25-07-29 06:55:00 -0500","32"
"11234","25-07-29 07:00:00 -0500","37"
"11235","25-07-29 07:05:00 -0500","41"
"11236","25-07-29 07:10:00 -0500","44"
"11237","25-07-29 07:15:00 -0500","51"
"11238","25-07-29 07:20:00 -0500","58"
"11239","25-07-29 07:25:00 -0500","64"
"11240","25-07-29 07:30:00 -0500","74"
"11241","25-07-29 07:35:00 -0500","81"
"11242","25-07-29 07:40:00 -0500","84"
"11243","25-07-29 07:45:00 -0500","93"
"11244","25-07-29 07:50:00 -0500","103"
"11245","25-07-29 07:55:00 -0500","104"
"11246","25-07-29 08:00:00 -0500","121"
"11247","25-07-29 08:05:00 -0500","132"
"11248","25-07-29 08:10:00 -0500","147"
"11249","25-07-29 08:15:00 -0500","158"
"11250","25-07-29 08:20:00 -0500","171"
"11251","25-07-29 08:25:00 -0500","179"
"11252","25-07-29 08:30:00 -0500","181"
"11253","25-07-29 08:35:00 -0500","184"
"11254","25-07-29 08:40:00 -0500","189"
"11255","25-07-29 08:45:00 -0500","217"
"11256","25-07-29 08:50:00 -0500","216"
"11257","25-07-29 08:55:00 -0500","236"
"11258","25-07-29 09:00:00 -0500","269"
"11259","25-07-29 09:05:00 -0500","278"
"11260","25-07-29 09:10:00 -0500","289"
"11261","25-07-29 09:15:00 -0500","314"
"11262","25-07-29 09:20:00 -0500","348"
"11263","25-07-29 09:25:00 -0500","359"
"11264","25-07-29 09:30:00 -0500","372"
"11265","25-07-29 09:35:00 -0500","372"
"11266","25-07-29 09:40:00 -0500","414"
"11267","25-07-29 09:45:00 -0500","402"
"11268","25-07-29 09:50:00 -0500","386"
"11269","25-07-29 09:55:00 -0500","379"
"11270","25-07-29 10:00:00 -0500","367"
"11271","25-07-29 10:05:00 -0500","347"
"11272","25-07-29 10:10:00 -0500","497"
"11273","25-07-29 10:15:00 -0500","323"
"11274","25-07-29 10:20:00 -0500","936"
"11275","25-07-29 10:25:00 -0500","372"
"11276","25-07-29 10:30:00 -0500","412"
"11277","25-07-29 10:35:00 -0500","821"
"11278","25-07-29 10:40:00 -0500","818"
"11279","25-07-29 10:45:00 -0500","864"
"11280","25-07-29 10:50:00 -0500","966"
"11281","25-07-29 10:55:00 -0500","904"
"11282","25-07-29 11:00:00 -0500","1063"
"11283","25-07-29 11:05:00 -0500","664"
"11284","25-07-29 11:10:00 -0500","414"
"11285","25-07-29 11:15:00 -0500","452"
"11286","25-07-29 11:20:00 -0500","891"
"11287","25-07-29 11:25:00 -0500","796"
"11288","25-07-29 11:30:00 -0500","889"
"11289","25-07-29 11:35:00 -0500","898"
"11290","25-07-29 11:40:00 -0500","906"
"11291","25-07-29 11:45:00 -0500","236"
"11292","25-07-29 11:50:00 -0500","337"
"11293","25-07-29 11:55:00 -0500","977"
"11294","25-07-29 12:00:00 -0500","972"
"11295","25-07-29 12:05:00 -0500","852"
"11296","25-07-29 12:10:00 -0500","847"
"11297","25-07-29 12:15:00 -0500","839"
"11298","25-07-29 12:20:00 -0500","819"
"11299","25-07-29 12:25:00 -0500","806"
"11300","25-07-29 12:30:00 -0500","802"
"11301","25-07-29 12:35:00 -0500","806"
"11302","25-07-29 12:40:00 -0500","797"
"11303","25-07-29 12:45:00 -0500","791"
"11304","25-07-29 12:50:00 -0500","781"
"11305","25-07-29 12:55:00 -0500","784"
"11306","25-07-29 13:00:00 -0500","769"
"11307","25-07-29 13:05:00 -0500","753"
"11308","25-07-29 13:10:00 -0500","757"
"11309","25-07-29 13:15:00 -0500","762"
"11310","25-07-29 13:20:00 -0500","612"
"11311","25-07-29 13:25:00 -0500","506"
"11312","25-07-29 13:30:00 -0500","847"
"11313","25-07-29 13:35:00 -0500","231"
"11314","25-07-29 13:40:00 -0500","182"
"11315","25-07-29 13:45:00 -0500","196"
"11316","25-07-29 13:50:00 -0500","186"
"11317","25-07-29 13:55:00 -0500","203"
"11318","25-07-29 14:00:00 -0500","184"
"11319","25-07-29 14:05:00 -0500","186"
"11320","25-07-29 14:10:00 -0500","399"
"11321","25-07-29 14:15:00 -0500","149"
"11322","25-07-29 14:20:00 -0500","182"
"11323","25-07-29 14:25:00 -0500","166"
"11324","25-07-29 14:30:00 -0500","104"
"11325","25-07-29 14:35:00 -0500","108"
"11326","25-07-29 14:40:00 -0500","139"
"11327","25-07-29 14:45:00 -0500","147"
"11328","25-07-29 14:50:00 -0500","582"
"11329","25-07-29 14:55:00 -0500","436"
"11330","25-07-29 15:00:00 -0500","84"
"11331","25-07-29 15:05:00 -0500","472"
"11332","25-07-29 15:10:00 -0500","153"
"11333","25-07-29 15:15:00 -0500","84"
"11334","25-07-29 15:20:00 -0500","94"
"11335","25-07-29 15:25:00 -0500","461"
"11336","25-07-29 15:30:00 -0500","463"
"11337","25-07-29 15:35:00 -0500","427"
"11338","25-07-29 15:40:00 -0500","373"
"11339","25-07-29 15:45:00 -0500","373"
"11340","25-07-29 15:50:00 -0500","366"
"11341","25-07-29 15:55:00 -0500","363"
"11342","25-07-29 16:00:00 -0500","359"
"11343","25-07-29 16:05:00 -0500","338"
"11344","25-07-29 16:10:00 -0500","316"
"11345","25-07-29 16:15:00 -0500","289"
"11346","25-07-29 16:20:00 -0500","273"
"11347","25-07-29 16:25:00 -0500","263"
"11348","25-07-29 16:30:00 -0500","248"
"11349","25-07-29 16:35:00 -0500","223"
"11350","25-07-29 16:40:00 -0500","201"
"11351","25-07-29 16:45:00 -0500","168"
"11352","25-07-29 16:50:00 -0500","149"
"11353","25-07-29 16:55:00 -0500","121"
"11354","25-07-29 17:00:00 -0500","103"
"11355","25-07-29 17:05:00 -0500","87"
"11356","25-07-29 17:10:00 -0500","66"
"11357","25-07-29 17:15:00 -0500","57"
"11358","25-07-29 17:20:00 -0500","63"
"11359","25-07-29 17:25:00 -0500","56"
"11360","25-07-29 17:30:00 -0500","22"
"11361","25-07-29 17:35:00 -0500","2"
"11362","25-07-29 17:40:00 -0500","1"
"11363","25-07-29 17:45:00 -0500","1"
"11364","25-07-29 17:50:00 -0500","1"
"11365","25-07-29 17:55:00 -0500","1"
"11366","25-07-29 18:00:00 -0500","1"
"11367","25-07-29 18:05:00 -0500","1"
"11368","25-07-29 18:10:00 -0500","1"
"11369","25-07-29 18:15:00 -0500","1"
"11370","25-07-29 18:20:00 -0500","1"
"11371","25-07-29 18:25:00 -0500","1"
"11372","25-07-29 18:30:00 -0500","1"
"11373","25-07-29 18:35:00 -0500","1"
"11374","25-07-29 18:40:00 -0500","1"
"11375","25-07-29 18:45:00 -0500","1"
"11376","25-07-29 18:50:00 -0500","1"
"11377","25-07-29 18:55:00 -0500","1"
"11378","25-07-29 19:00:00 -0500","1"
"11379","25-07-29 19:05:00 -0500","1"
"11380","25-07-29 19:10:00 -0500","1"
"11381","25-07-29 19:15:00 -0500","1"
"11382","25-07-29 19:20:00 -0500","1"
"11383","25-07-29 19:25:00 -0500","1"
"11384","25-07-29 19:30:00 -0500","1"
"11385","25-07-29 19:35:00 -0500","1"
"11386","25-07-29 19:40:00 -0500","1"
"11387","25-07-29 19:45:00 -0500","1"
"11388","25-07-29 19:50:00 -0500","1"
"11389","25-07-29 19:55:00 -0500","1"
"11390","25-07-29 20:00:00 -0500","1"
"11391","25-07-29 20:05:00 -0500","1"
"11392","25-07-29 20:10:00 -0500","1"
"11393","25-07-29 20:15:00 -0500","1"
"11394","25-07-29 20:20:00 -0500","1"
"11395","25-07-29 20:25:00 -0500","1"
"11396","25-07-29 20:30:00 -0500","1"
"11397","25-07-29 20:35:00 -0500","1"
"11398","25-07-29 20:40:00 -0500","1"
"11399","25-07-29 20:45:00 -0500","1"
"11400","25-07-29 20:50:00 -0500","1"
"11401","25-07-29 20:55:00 -0500","1"
"11402","25-07-29 21:00:00 -0500","1"
"11403","25-07-29 21:05:00 -0500","1"
"11404","25-07-29 21:10:00 -0500","1"
"11405","25-07-29 21:15:00 -0500","1"
"11406","25-07-29 21:20:00 -0500","1"
"11407","25-07-29 21:25:00 -0500","1"
"11408","25-07-29 21:30:00 -0500","1"
"11409","25-07-29 21:35:00 -0500","1"
"11410","25-07-29 21:40:00 -0500","1"
"11411","25-07-29 21:45:00 -0500","1"
"11412","25-07-29 21:50:00 -0500","1"
"11413","25-07-29 21:55:00 -0500","1"
"11414","25-07-29 22:00:00 -0500","1"
"11415","25-07-29 22:05:00 -0500","1"
"11416","25-07-29 22:10:00 -0500","1"
"11417","25-07-29 22:15:00 -0500","1"
"11418","25-07-29 22:20:00 -0500","1"
"11419","25-07-29 22:25:00 -0500","1"
"11420","25-07-29 22:30:00 -0500","1"
"11421","25-07-29 22:35:00 -0500","1"
"11422","25-07-29 22:40:00 -0500","1"
"11423","25-07-29 22:45:00 -0500","1"
"11424","25-07-29 22:50:00 -0500","1"
"11425","25-07-29 22:55:00 -0500","1"
"11426","25-07-29 23:00:00 -0500","1"
"11427","25-07-29 23:05:00 -0500","1"
"11428","25-07-29 23:10:00 -0500","1"
"11429","25-07-29 23:15:00 -0500","1"
"11430","25-07-29 23:20:00 -0500","1"
"11431","25-07-29 23:25:00 -0500","1"
"11432","25-07-29 23:30:00 -0500","1"
"11433","25-07-29 23:35:00 -0500","1"
"11434","25-07-29 23:40:00 -0500","1"
"11435","25-07-29 23:45:00 -0500","1"
"11436","25-07-29 23:50:00 -0500","1"
"11437","25-07-29 23:55:00 -0500","1"
"11438","25-07-30 00:00:00 -0500","1"
"11439","25-07-30 00:05:00 -0500","1"
"11440","25-07-30 00:10:00 -0500","1"
"11441","25-07-30 00:15:00 -0500","1"
"11442","25-07-30 00:20:00 -0500","1"
"11443","25-07-30 00:25:00 -0500","1"
"11444","25-07-30 00:30:00 -0500","1"
"11445","25-07-30 00:35:00 -0500","1"
"11446","25-07-30 00:40:00 -0500","1"
"11447","25-07-30 00:45:00 -0500","1"
"11448","25-07-30 00:50:00 -0500","1"
"11449","25-07-30 00:55:00 -0500","1"
"11450","25-07-30 01:00:00 -0500","1"
"11451","25-07-30 01:05:00 -0500","1"
"11452","25-07-30 01:10:00 -0500","1"
"11453","25-07-30 01:15:00 -0500","1"
"11454","25-07-30 01:20:00 -0500","1"
"11455","25-07-30 01:25:00 -0500","1"
"11456","25-07-30 01:30:00 -0500","1"
"11457","25-07-30 01:35:00 -0500","1"
"11458","25-07-30 01:40:00 -0500","1"
"11459","25-07-30 01:45:00 -0500","1"
"11460","25-07-30 01:50:00 -0500","1"
"11461","25-07-30 01:55:00 -0500","1"
"11462","25-07-30 02:00:00 -0500","1"
"11463","25-07-30 02:05:00 -0500","1"
"11464","25-07-30 02:10:00 -0500","1"
"11465","25-07-30 02:15:00 -0500","1"
"11466","25-07-30 02:20:00 -0500","1"
"11467","25-07-30 02:25:00 -0500","1"
"11468","25-07-30 02:30:00 -0500","1"
"11469","25-07-30 02:35:00 -0500","1"
"11470","25-07-30 02:40:00 -0500","1"
"11471","25-07-30 02:45:00 -0500","1"
"11472","25-07-30 02:50:00 -0500","1"
"11473","25-07-30 02:55:00 -0500","1"
"11474","25-07-30 03:00:00 -0500","1"
"11475","25-07-30 03:05:00 -0500","1"
"11476","25-07-30 03:10:00 -0500","1"
"11477","25-07-30 03:15:00 -0500","1"
"11478","25-07-30 03:20:00 -0500","1"
"11479","25-07-30 03:25:00 -0500","1"
"11480","25-07-30 03:30:00 -0500","1"
"11481","25-07-30 03:35:00 -0500","1"
"11482","25-07-30 03:40:00 -0500","1"
"11483","25-07-30 03:45:00 -0500","1"
"11484","25-07-30 03:50:00 -0500","1"
"11485","25-07-30 03:55:00 -0500","1"
"11486","25-07-30 04:00:00 -0500","1"
"11487","25-07-30 04:05:00 -0500","1"
"11488","25-07-30 04:10:00 -0500","1"
"11489","25-07-30 04:15:00 -0500","1"
