"Line#","Date","Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981"
"11490","25-07-30 04:20:00 -0500","1"
"11491","25-07-30 04:25:00 -0500","1"
"11492","25-07-30 04:30:00 -0500","1"
"11493","25-07-30 04:35:00 -0500","1"
"11494","25-07-30 04:40:00 -0500","1"
"11495","25-07-30 04:45:00 -0500","1"
"11496","25-07-30 04:50:00 -0500","1"
"11497","25-07-30 04:55:00 -0500","1"
"11498","25-07-30 05:00:00 -0500","1"
"11499","25-07-30 05:05:00 -0500","1"
"11500","25-07-30 05:10:00 -0500","1"
"11501","25-07-30 05:15:00 -0500","1"
"11502","25-07-30 05:20:00 -0500","1"
"11503","25-07-30 05:25:00 -0500","1"
"11504","25-07-30 05:30:00 -0500","1"
"11505","25-07-30 05:35:00 -0500","1"
"11506","25-07-30 05:40:00 -0500","1"
"11507","25-07-30 05:45:00 -0500","1"
"11508","25-07-30 05:50:00 -0500","1"
"11509","25-07-30 05:55:00 -0500","1"
"11510","25-07-30 06:00:00 -0500","1"
"11511","25-07-30 06:05:00 -0500","1"
"11512","25-07-30 06:10:00 -0500","1"
"11513","25-07-30 06:15:00 -0500","2"
"11514","25-07-30 06:20:00 -0500","2"
"11515","25-07-30 06:25:00 -0500","4"
"11516","25-07-30 06:30:00 -0500","6"
"11517","25-07-30 06:35:00 -0500","9"
"11518","25-07-30 06:40:00 -0500","16"
"11519","25-07-30 06:45:00 -0500","18"
"11520","25-07-30 06:50:00 -0500","22"
"11521","25-07-30 06:55:00 -0500","36"
"11522","25-07-30 07:00:00 -0500","42"
"11523","25-07-30 07:05:00 -0500","58"
"11524","25-07-30 07:10:00 -0500","64"
"11525","25-07-30 07:15:00 -0500","92"
"11526","25-07-30 07:20:00 -0500","121"
"11527","25-07-30 07:25:00 -0500","103"
"11528","25-07-30 07:30:00 -0500","273"
"11529","25-07-30 07:35:00 -0500","329"
"11530","25-07-30 07:40:00 -0500","348"
"11531","25-07-30 07:45:00 -0500","348"
"11532","25-07-30 07:50:00 -0500","359"
"11533","25-07-30 07:55:00 -0500","388"
"11534","25-07-30 08:00:00 -0500","438"
"11535","25-07-30 08:05:00 -0500","149"
"11536","25-07-30 08:10:00 -0500","426"
"11537","25-07-30 08:15:00 -0500","431"
"11538","25-07-30 08:20:00 -0500","443"
"11539","25-07-30 08:25:00 -0500","458"
"11540","25-07-30 08:30:00 -0500","476"
"11541","25-07-30 08:35:00 -0500","489"
"11542","25-07-30 08:40:00 -0500","513"
"11543","25-07-30 08:45:00 -0500","531"
"11544","25-07-30 08:50:00 -0500","549"
"11545","25-07-30 08:55:00 -0500","573"
"11546","25-07-30 09:00:00 -0500","592"
"11547","25-07-30 09:05:00 -0500","543"
"11548","25-07-30 09:10:00 -0500","713"
"11549","25-07-30 09:15:00 -0500","238"
"11550","25-07-30 09:20:00 -0500","283"
"11551","25-07-30 09:25:00 -0500","337"
"11552","25-07-30 09:30:00 -0500","394"
"11553","25-07-30 09:35:00 -0500","371"
"11554","25-07-30 09:40:00 -0500","448"
"11555","25-07-30 09:45:00 -0500","629"
"11556","25-07-30 09:50:00 -0500","453"
"11557","25-07-30 09:55:00 -0500","538"
"11558","25-07-30 10:00:00 -0500","658"
"11559","25-07-30 10:05:00 -0500","883"
"11560","25-07-30 10:10:00 -0500","852"
"11561","25-07-30 10:15:00 -0500","724"
"11562","25-07-30 10:20:00 -0500","783"
"11563","25-07-30 10:25:00 -0500","607"
"11564","25-07-30 10:30:00 -0500","324"
"11565","25-07-30 10:35:00 -0500","814"
"11566","25-07-30 10:40:00 -0500","834"
"11567","25-07-30 10:45:00 -0500","862"
"11568","25-07-30 10:50:00 -0500","252"
"11569","25-07-30 10:55:00 -0500","218"
"11570","25-07-30 11:00:00 -0500","911"
"11571","25-07-30 11:05:00 -0500","923"
"11572","25-07-30 11:10:00 -0500","573"
"11573","25-07-30 11:15:00 -0500","812"
"11574","25-07-30 11:20:00 -0500","889"
"11575","25-07-30 11:25:00 -0500","844"
"11576","25-07-30 11:30:00 -0500","903"
"11577","25-07-30 11:35:00 -0500","829"
"11578","25-07-30 11:40:00 -0500","892"
"11579","25-07-30 11:45:00 -0500","902"
"11580","25-07-30 11:50:00 -0500","896"
"11581","25-07-30 11:55:00 -0500","203"
"11582","25-07-30 12:00:00 -0500","864"
"11583","25-07-30 12:05:00 -0500","864"
"11584","25-07-30 12:10:00 -0500","248"
"11585","25-07-30 12:15:00 -0500","408"
"11586","25-07-30 12:20:00 -0500","262"
"11587","25-07-30 12:25:00 -0500","262"
"11588","25-07-30 12:30:00 -0500","898"
"11589","25-07-30 12:35:00 -0500","768"
"11590","25-07-30 12:40:00 -0500","841"
"11591","25-07-30 12:45:00 -0500","886"
"11592","25-07-30 12:50:00 -0500","697"
"11593","25-07-30 12:55:00 -0500","832"
"11594","25-07-30 13:00:00 -0500","811"
"11595","25-07-30 13:05:00 -0500","821"
"11596","25-07-30 13:10:00 -0500","117"
"11597","25-07-30 13:15:00 -0500","182"
"11598","25-07-30 13:20:00 -0500","276"
"11599","25-07-30 13:25:00 -0500","903"
"11600","25-07-30 13:30:00 -0500","254"
"11601","25-07-30 13:35:00 -0500","771"
"11602","25-07-30 13:40:00 -0500","719"
"11603","25-07-30 13:45:00 -0500","738"
"11604","25-07-30 13:50:00 -0500","488"
"11605","25-07-30 13:55:00 -0500","132"
"11606","25-07-30 14:00:00 -0500","784"
"11607","25-07-30 14:05:00 -0500","747"
"11608","25-07-30 14:10:00 -0500","719"
"11609","25-07-30 14:15:00 -0500","548"
"11610","25-07-30 14:20:00 -0500","607"
"11611","25-07-30 14:25:00 -0500","576"
"11612","25-07-30 14:30:00 -0500","586"
"11613","25-07-30 14:35:00 -0500","543"
"11614","25-07-30 14:40:00 -0500","83"
"11615","25-07-30 14:45:00 -0500","521"
"11616","25-07-30 14:50:00 -0500","119"
"11617","25-07-30 14:55:00 -0500","492"
"11618","25-07-30 15:00:00 -0500","479"
"11619","25-07-30 15:05:00 -0500","458"
"11620","25-07-30 15:10:00 -0500","449"
"11621","25-07-30 15:15:00 -0500","138"
"11622","25-07-30 15:20:00 -0500","416"
"11623","25-07-30 15:25:00 -0500","381"
"11624","25-07-30 15:30:00 -0500","387"
"11625","25-07-30 15:35:00 -0500","207"
"11626","25-07-30 15:40:00 -0500","344"
"11627","25-07-30 15:45:00 -0500","332"
"11628","25-07-30 15:50:00 -0500","392"
"11629","25-07-30 15:55:00 -0500","301"
"11630","25-07-30 16:00:00 -0500","404"
"11631","25-07-30 16:05:00 -0500","147"
"11632","25-07-30 16:10:00 -0500","121"
"11633","25-07-30 16:15:00 -0500","93"
"11634","25-07-30 16:20:00 -0500","81"
"11635","25-07-30 16:25:00 -0500","63"
"11636","25-07-30 16:30:00 -0500","44"
"11637","25-07-30 16:35:00 -0500","24"
"11638","25-07-30 16:40:00 -0500","13"
"11639","25-07-30 16:45:00 -0500","7"
"11640","25-07-30 16:50:00 -0500","3"
"11641","25-07-30 16:55:00 -0500","1"
"11642","25-07-30 17:00:00 -0500","ERROR"
"11643","25-07-30 17:05:00 -0500","ERROR"
"11644","25-07-30 17:10:00 -0500","ERROR"
"11645","25-07-30 17:15:00 -0500","ERROR"
"11646","25-07-30 17:20:00 -0500","ERROR"
"11647","25-07-30 17:25:00 -0500","ERROR"
"11648","25-07-30 17:30:00 -0500","ERROR"
"11649","25-07-30 17:35:00 -0500","ERROR"
"11650","25-07-30 17:40:00 -0500","ERROR"
"11651","25-07-30 17:45:00 -0500","ERROR"
"11652","25-07-30 17:50:00 -0500","ERROR"
"11653","25-07-30 17:55:00 -0500","ERROR"
"11654","25-07-30 18:00:00 -0500","ERROR"
"11655","25-07-30 18:05:00 -0500","ERROR"
"11656","25-07-30 18:10:00 -0500","ERROR"
"11657","25-07-30 18:15:00 -0500","ERROR"
"11658","25-07-30 18:20:00 -0500","ERROR"
"11659","25-07-30 18:25:00 -0500","ERROR"
"11660","25-07-30 18:30:00 -0500","ERROR"
"11661","25-07-30 18:35:00 -0500","ERROR"
"11662","25-07-30 18:40:00 -0500","ERROR"
"11663","25-07-30 18:45:00 -0500","ERROR"
"11664","25-07-30 18:50:00 -0500","ERROR"
"11665","25-07-30 18:55:00 -0500","ERROR"
"11666","25-07-30 19:00:00 -0500","ERROR"
"11667","25-07-30 19:05:00 -0500","ERROR"
"11668","25-07-30 19:10:00 -0500","ERROR"
"11669","25-07-30 19:15:00 -0500","ERROR"
"11670","25-07-30 19:20:00 -0500","ERROR"
"11671","25-07-30 19:25:00 -0500","ERROR"
"11672","25-07-30 19:30:00 -0500","ERROR"
"11673","25-07-30 19:35:00 -0500","ERROR"
"11674","25-07-30 19:40:00 -0500","ERROR"
"11675","25-07-30 19:45:00 -0500","ERROR"
"11676","25-07-30 19:50:00 -0500","ERROR"
"11677","25-07-30 19:55:00 -0500","ERROR"
"11678","25-07-30 20:00:00 -0500","ERROR"
"11679","25-07-30 20:05:00 -0500","ERROR"
"11680","25-07-30 20:10:00 -0500","ERROR"
"11681","25-07-30 20:15:00 -0500","ERROR"
"11682","25-07-30 20:20:00 -0500","ERROR"
"11683","25-07-30 20:25:00 -0500","ERROR"
"11684","25-07-30 20:30:00 -0500","ERROR"
"11685","25-07-30 20:35:00 -0500","ERROR"
"11686","25-07-30 20:40:00 -0500","ERROR"
"11687","25-07-30 20:45:00 -0500","ERROR"
"11688","25-07-30 20:50:00 -0500","ERROR"
"11689","25-07-30 20:55:00 -0500","ERROR"
"11690","25-07-30 21:00:00 -0500","ERROR"
"11691","25-07-30 21:05:00 -0500","ERROR"
"11692","25-07-30 21:10:00 -0500","ERROR"
"11693","25-07-30 21:15:00 -0500","ERROR"
"11694","25-07-30 21:20:00 -0500","ERROR"
"11695","25-07-30 21:25:00 -0500","ERROR"
"11696","25-07-30 21:30:00 -0500","ERROR"
"11697","25-07-30 21:35:00 -0500","ERROR"
"11698","25-07-30 21:40:00 -0500","ERROR"
"11699","25-07-30 21:45:00 -0500","ERROR"
"11700","25-07-30 21:50:00 -0500","ERROR"
"11701","25-07-30 21:55:00 -0500","ERROR"
"11702","25-07-30 22:00:00 -0500","ERROR"
"11703","25-07-30 22:05:00 -0500","ERROR"
"11704","25-07-30 22:10:00 -0500","ERROR"
"11705","25-07-30 22:15:00 -0500","ERROR"
"11706","25-07-30 22:20:00 -0500","ERROR"
"11707","25-07-30 22:25:00 -0500","ERROR"
"11708","25-07-30 22:30:00 -0500","ERROR"
"11709","25-07-30 22:35:00 -0500","ERROR"
"11710","25-07-30 22:40:00 -0500","ERROR"
"11711","25-07-30 22:45:00 -0500","ERROR"
"11712","25-07-30 22:50:00 -0500","ERROR"
"11713","25-07-30 22:55:00 -0500","ERROR"
"11714","25-07-30 23:00:00 -0500","ERROR"
"11715","25-07-30 23:05:00 -0500","ERROR"
"11716","25-07-30 23:10:00 -0500","ERROR"
"11717","25-07-30 23:15:00 -0500","ERROR"
"11718","25-07-30 23:20:00 -0500","ERROR"
"11719","25-07-30 23:25:00 -0500","ERROR"
"11720","25-07-30 23:30:00 -0500","ERROR"
"11721","25-07-30 23:35:00 -0500","ERROR"
"11722","25-07-30 23:40:00 -0500","ERROR"
"11723","25-07-30 23:45:00 -0500","ERROR"
"11724","25-07-30 23:50:00 -0500","ERROR"
"11725","25-07-30 23:55:00 -0500","ERROR"
"11726","25-07-31 00:00:00 -0500","ERROR"
"11727","25-07-31 00:05:00 -0500","ERROR"
"11728","25-07-31 00:10:00 -0500","ERROR"
"11729","25-07-31 00:15:00 -0500","ERROR"
"11730","25-07-31 00:20:00 -0500","ERROR"
"11731","25-07-31 00:25:00 -0500","ERROR"
"11732","25-07-31 00:30:00 -0500","ERROR"
"11733","25-07-31 00:35:00 -0500","ERROR"
"11734","25-07-31 00:40:00 -0500","ERROR"
"11735","25-07-31 00:45:00 -0500","ERROR"
"11736","25-07-31 00:50:00 -0500","ERROR"
"11737","25-07-31 00:55:00 -0500","ERROR"
"11738","25-07-31 01:00:00 -0500","ERROR"
"11739","25-07-31 01:05:00 -0500","ERROR"
"11740","25-07-31 01:10:00 -0500","ERROR"
"11741","25-07-31 01:15:00 -0500","ERROR"
"11742","25-07-31 01:20:00 -0500","ERROR"
"11743","25-07-31 01:25:00 -0500","ERROR"
"11744","25-07-31 01:30:00 -0500","ERROR"
"11745","25-07-31 01:35:00 -0500","ERROR"
"11746","25-07-31 01:40:00 -0500","ERROR"
"11747","25-07-31 01:45:00 -0500","ERROR"
"11748","25-07-31 01:50:00 -0500","ERROR"
"11749","25-07-31 01:55:00 -0500","ERROR"
"11750","25-07-31 02:00:00 -0500","ERROR"
"11751","25-07-31 02:05:00 -0500","ERROR"
"11752","25-07-31 02:10:00 -0500","ERROR"
"11753","25-07-31 02:15:00 -0500","ERROR"
"11754","25-07-31 02:20:00 -0500","ERROR"
"11755","25-07-31 02:25:00 -0500","ERROR"
"11756","25-07-31 02:30:00 -0500","ERROR"
"11757","25-07-31 02:35:00 -0500","ERROR"
"11758","25-07-31 02:40:00 -0500","ERROR"
"11759","25-07-31 02:45:00 -0500","ERROR"
"11760","25-07-31 02:50:00 -0500","ERROR"
"11761","25-07-31 02:55:00 -0500","ERROR"
"11762","25-07-31 03:00:00 -0500","ERROR"
"11763","25-07-31 03:05:00 -0500","ERROR"
"11764","25-07-31 03:10:00 -0500","ERROR"
"11765","25-07-31 03:15:00 -0500","ERROR"
"11766","25-07-31 03:20:00 -0500","ERROR"
"11767","25-07-31 03:25:00 -0500","ERROR"
"11768","25-07-31 03:30:00 -0500","ERROR"
"11769","25-07-31 03:35:00 -0500","ERROR"
"11770","25-07-31 03:40:00 -0500","ERROR"
"11771","25-07-31 03:45:00 -0500","ERROR"
"11772","25-07-31 03:50:00 -0500","ERROR"
"11773","25-07-31 03:55:00 -0500","ERROR"
"11774","25-07-31 04:00:00 -0500","ERROR"
"11775","25-07-31 04:05:00 -0500","ERROR"
"11776","25-07-31 04:10:00 -0500","ERROR"
"11777","25-07-31 04:15:00 -0500","ERROR"
"11778","25-07-31 04:20:00 -0500","ERROR"
"11779","25-07-31 04:25:00 -0500","ERROR"
"11780","25-07-31 04:30:00 -0500","ERROR"
"11781","25-07-31 04:35:00 -0500","ERROR"
"11782","25-07-31 04:40:00 -0500","ERROR"
"11783","25-07-31 04:45:00 -0500","ERROR"
"11784","25-07-31 04:50:00 -0500","ERROR"
"11785","25-07-31 04:55:00 -0500","ERROR"
"11786","25-07-31 05:00:00 -0500","ERROR"
"11787","25-07-31 05:05:00 -0500","ERROR"
"11788","25-07-31 05:10:00 -0500","ERROR"
"11789","25-07-31 05:15:00 -0500","ERROR"
"11790","25-07-31 05:20:00 -0500","ERROR"
"11791","25-07-31 05:25:00 -0500","ERROR"
"11792","25-07-31 05:30:00 -0500","ERROR"
"11793","25-07-31 05:35:00 -0500","ERROR"
"11794","25-07-31 05:40:00 -0500","ERROR"
"11795","25-07-31 05:45:00 -0500","ERROR"
"11796","25-07-31 05:50:00 -0500","ERROR"
"11797","25-07-31 05:55:00 -0500","ERROR"
"11798","25-07-31 06:00:00 -0500","ERROR"
"11799","25-07-31 06:05:00 -0500","ERROR"
"11800","25-07-31 06:10:00 -0500","ERROR"
"11801","25-07-31 06:15:00 -0500","ERROR"
"11802","25-07-31 06:20:00 -0500","ERROR"
"11803","25-07-31 06:25:00 -0500","ERROR"
"11804","25-07-31 06:30:00 -0500","ERROR"
"11805","25-07-31 06:35:00 -0500","ERROR"
"11806","25-07-31 06:40:00 -0500","ERROR"
"11807","25-07-31 06:45:00 -0500","ERROR"
"11808","25-07-31 06:50:00 -0500","ERROR"
"11809","25-07-31 06:55:00 -0500","ERROR"
"11810","25-07-31 07:00:00 -0500","ERROR"
"11811","25-07-31 07:05:00 -0500","ERROR"
"11812","25-07-31 07:10:00 -0500","ERROR"
"11813","25-07-31 07:15:00 -0500","ERROR"
"11814","25-07-31 07:20:00 -0500","ERROR"
"11815","25-07-31 07:25:00 -0500","ERROR"
"11816","25-07-31 07:30:00 -0500","ERROR"
"11817","25-07-31 07:35:00 -0500","ERROR"
"11818","25-07-31 07:40:00 -0500","ERROR"
"11819","25-07-31 07:45:00 -0500","ERROR"
"11820","25-07-31 07:50:00 -0500","ERROR"
"11821","25-07-31 07:55:00 -0500","ERROR"
"11822","25-07-31 08:00:00 -0500","ERROR"
"11823","25-07-31 08:05:00 -0500","ERROR"
"11824","25-07-31 08:10:00 -0500","ERROR"
"11825","25-07-31 08:15:00 -0500","ERROR"
"11826","25-07-31 08:20:00 -0500","ERROR"
"11827","25-07-31 08:25:00 -0500","ERROR"
"11828","25-07-31 08:30:00 -0500","ERROR"
"11829","25-07-31 08:35:00 -0500","ERROR"
"11830","25-07-31 08:40:00 -0500","ERROR"
"11831","25-07-31 08:45:00 -0500","ERROR"
"11832","25-07-31 08:50:00 -0500","ERROR"
"11833","25-07-31 08:55:00 -0500","ERROR"
"11834","25-07-31 09:00:00 -0500","ERROR"
"11835","25-07-31 09:05:00 -0500","ERROR"
"11836","25-07-31 09:10:00 -0500","ERROR"
"11837","25-07-31 09:15:00 -0500","ERROR"
"11838","25-07-31 09:20:00 -0500","ERROR"
"11839","25-07-31 09:25:00 -0500","ERROR"
"11840","25-07-31 09:30:00 -0500","ERROR"
"11841","25-07-31 09:35:00 -0500","ERROR"
"11842","25-07-31 09:40:00 -0500","ERROR"
"11843","25-07-31 09:45:00 -0500","ERROR"
"11844","25-07-31 09:50:00 -0500","ERROR"
"11845","25-07-31 09:55:00 -0500","ERROR"
"11846","25-07-31 10:00:00 -0500","ERROR"
"11847","25-07-31 10:05:00 -0500","ERROR"
"11848","25-07-31 10:10:00 -0500","ERROR"
"11849","25-07-31 10:15:00 -0500","ERROR"
"11850","25-07-31 10:20:00 -0500","ERROR"
"11851","25-07-31 10:25:00 -0500","ERROR"
"11852","25-07-31 10:30:00 -0500","ERROR"
"11853","25-07-31 10:35:00 -0500","ERROR"
"11854","25-07-31 10:40:00 -0500","ERROR"
"11855","25-07-31 10:45:00 -0500","ERROR"
"11856","25-07-31 10:50:00 -0500","ERROR"
"11857","25-07-31 10:55:00 -0500","ERROR"
"11858","25-07-31 11:00:00 -0500","ERROR"
"11859","25-07-31 11:05:00 -0500","ERROR"
"11860","25-07-31 11:10:00 -0500","ERROR"
"11861","25-07-31 11:15:00 -0500","ERROR"
"11862","25-07-31 11:20:00 -0500","ERROR"
"11863","25-07-31 11:25:00 -0500","ERROR"
"11864","25-07-31 11:30:00 -0500","ERROR"
"11865","25-07-31 11:35:00 -0500","ERROR"
"11866","25-07-31 11:40:00 -0500","ERROR"
"11867","25-07-31 11:45:00 -0500","ERROR"
"11868","25-07-31 11:50:00 -0500","ERROR"
"11869","25-07-31 11:55:00 -0500","ERROR"
"11870","25-07-31 12:00:00 -0500","ERROR"
"11871","25-07-31 12:05:00 -0500","ERROR"
"11872","25-07-31 12:10:00 -0500","ERROR"
"11873","25-07-31 12:15:00 -0500","ERROR"
"11874","25-07-31 12:20:00 -0500","ERROR"
"11875","25-07-31 12:25:00 -0500","ERROR"
"11876","25-07-31 12:30:00 -0500","ERROR"
"11877","25-07-31 12:35:00 -0500","ERROR"
"11878","25-07-31 12:40:00 -0500","ERROR"
"11879","25-07-31 12:45:00 -0500","ERROR"
"11880","25-07-31 12:50:00 -0500","ERROR"
"11881","25-07-31 12:55:00 -0500","ERROR"
"11882","25-07-31 13:00:00 -0500","ERROR"
"11883","25-07-31 13:05:00 -0500","ERROR"
"11884","25-07-31 13:10:00 -0500","ERROR"
"11885","25-07-31 13:15:00 -0500","ERROR"
"11886","25-07-31 13:20:00 -0500","ERROR"
"11887","25-07-31 13:25:00 -0500","ERROR"
"11888","25-07-31 13:30:00 -0500","ERROR"
"11889","25-07-31 13:35:00 -0500","ERROR"
"11890","25-07-31 13:40:00 -0500","ERROR"
"11891","25-07-31 13:45:00 -0500","ERROR"
"11892","25-07-31 13:50:00 -0500","ERROR"
"11893","25-07-31 13:55:00 -0500","ERROR"
"11894","25-07-31 14:00:00 -0500","ERROR"
"11895","25-07-31 14:05:00 -0500","ERROR"
"11896","25-07-31 14:10:00 -0500","ERROR"
"11897","25-07-31 14:15:00 -0500","ERROR"
"11898","25-07-31 14:20:00 -0500","ERROR"
"11899","25-07-31 14:25:00 -0500","ERROR"
"11900","25-07-31 14:30:00 -0500","ERROR"
"11901","25-07-31 14:35:00 -0500","ERROR"
"11902","25-07-31 14:40:00 -0500","ERROR"
"11903","25-07-31 14:45:00 -0500","ERROR"
"11904","25-07-31 14:50:00 -0500","ERROR"
"11905","25-07-31 14:55:00 -0500","ERROR"
"11906","25-07-31 15:00:00 -0500","ERROR"
"11907","25-07-31 15:05:00 -0500","ERROR"
"11908","25-07-31 15:10:00 -0500","ERROR"
"11909","25-07-31 15:15:00 -0500","ERROR"
"11910","25-07-31 15:20:00 -0500","ERROR"
"11911","25-07-31 15:25:00 -0500","ERROR"
"11912","25-07-31 15:30:00 -0500","ERROR"
"11913","25-07-31 15:35:00 -0500","ERROR"
"11914","25-07-31 15:40:00 -0500","ERROR"
"11915","25-07-31 15:45:00 -0500","ERROR"
"11916","25-07-31 15:50:00 -0500","ERROR"
"11917","25-07-31 15:55:00 -0500","ERROR"
"11918","25-07-31 16:00:00 -0500","ERROR"
"11919","25-07-31 16:05:00 -0500","ERROR"
"11920","25-07-31 16:10:00 -0500","ERROR"
"11921","25-07-31 16:15:00 -0500","ERROR"
"11922","25-07-31 16:20:00 -0500","ERROR"
"11923","25-07-31 16:25:00 -0500","ERROR"
"11924","25-07-31 16:30:00 -0500","ERROR"
"11925","25-07-31 16:35:00 -0500","ERROR"
"11926","25-07-31 16:40:00 -0500","ERROR"
"11927","25-07-31 16:45:00 -0500","ERROR"
"11928","25-07-31 16:50:00 -0500","ERROR"
"11929","25-07-31 16:55:00 -0500","ERROR"
"11930","25-07-31 17:00:00 -0500","ERROR"
"11931","25-07-31 17:05:00 -0500","ERROR"
"11932","25-07-31 17:10:00 -0500","ERROR"
"11933","25-07-31 17:15:00 -0500","ERROR"
"11934","25-07-31 17:20:00 -0500","ERROR"
"11935","25-07-31 17:25:00 -0500","ERROR"
"11936","25-07-31 17:30:00 -0500","ERROR"
"11937","25-07-31 17:35:00 -0500","ERROR"
"11938","25-07-31 17:40:00 -0500","ERROR"
"11939","25-07-31 17:45:00 -0500","ERROR"
"11940","25-07-31 17:50:00 -0500","ERROR"
"11941","25-07-31 17:55:00 -0500","ERROR"
"11942","25-07-31 18:00:00 -0500","ERROR"
"11943","25-07-31 18:05:00 -0500","ERROR"
"11944","25-07-31 18:10:00 -0500","ERROR"
"11945","25-07-31 18:15:00 -0500","ERROR"
"11946","25-07-31 18:20:00 -0500","ERROR"
"11947","25-07-31 18:25:00 -0500","ERROR"
"11948","25-07-31 18:30:00 -0500","ERROR"
"11949","25-07-31 18:35:00 -0500","ERROR"
"11950","25-07-31 18:40:00 -0500","ERROR"
"11951","25-07-31 18:45:00 -0500","ERROR"
"11952","25-07-31 18:50:00 -0500","ERROR"
"11953","25-07-31 18:55:00 -0500","ERROR"
"11954","25-07-31 19:00:00 -0500","ERROR"
"11955","25-07-31 19:05:00 -0500","ERROR"
"11956","25-07-31 19:10:00 -0500","ERROR"
"11957","25-07-31 19:15:00 -0500","ERROR"
"11958","25-07-31 19:20:00 -0500","ERROR"
"11959","25-07-31 19:25:00 -0500","ERROR"
"11960","25-07-31 19:30:00 -0500","ERROR"
"11961","25-07-31 19:35:00 -0500","ERROR"
"11962","25-07-31 19:40:00 -0500","ERROR"
"11963","25-07-31 19:45:00 -0500","ERROR"
"11964","25-07-31 19:50:00 -0500","ERROR"
"11965","25-07-31 19:55:00 -0500","ERROR"
"11966","25-07-31 20:00:00 -0500","ERROR"
"11967","25-07-31 20:05:00 -0500","ERROR"
"11968","25-07-31 20:10:00 -0500","ERROR"
"11969","25-07-31 20:15:00 -0500","ERROR"
"11970","25-07-31 20:20:00 -0500","ERROR"
"11971","25-07-31 20:25:00 -0500","ERROR"
"11972","25-07-31 20:30:00 -0500","ERROR"
"11973","25-07-31 20:35:00 -0500","ERROR"
"11974","25-07-31 20:40:00 -0500","ERROR"
"11975","25-07-31 20:45:00 -0500","ERROR"
"11976","25-07-31 20:50:00 -0500","ERROR"
"11977","25-07-31 20:55:00 -0500","ERROR"
"11978","25-07-31 21:00:00 -0500","ERROR"
"11979","25-07-31 21:05:00 -0500","ERROR"
"11980","25-07-31 21:10:00 -0500","ERROR"
"11981","25-07-31 21:15:00 -0500","ERROR"
"11982","25-07-31 21:20:00 -0500","ERROR"
"11983","25-07-31 21:25:00 -0500","ERROR"
"11984","25-07-31 21:30:00 -0500","ERROR"
"11985","25-07-31 21:35:00 -0500","ERROR"
"11986","25-07-31 21:40:00 -0500","ERROR"
"11987","25-07-31 21:45:00 -0500","ERROR"
"11988","25-07-31 21:50:00 -0500","ERROR"
"11989","25-07-31 21:55:00 -0500","ERROR"
"11990","25-07-31 22:00:00 -0500","ERROR"
"11991","25-07-31 22:05:00 -0500","ERROR"
"11992","25-07-31 22:10:00 -0500","ERROR"
"11993","25-07-31 22:15:00 -0500","ERROR"
"11994","25-07-31 22:20:00 -0500","ERROR"
"11995","25-07-31 22:25:00 -0500","ERROR"
"11996","25-07-31 22:30:00 -0500","ERROR"
"11997","25-07-31 22:35:00 -0500","ERROR"
"11998","25-07-31 22:40:00 -0500","ERROR"
"11999","25-07-31 22:45:00 -0500","ERROR"
"12000","25-07-31 22:50:00 -0500","ERROR"
"12001","25-07-31 22:55:00 -0500","ERROR"
"12002","25-07-31 23:00:00 -0500","ERROR"
"12003","25-07-31 23:05:00 -0500","ERROR"
"12004","25-07-31 23:10:00 -0500","ERROR"
"12005","25-07-31 23:15:00 -0500","ERROR"
"12006","25-07-31 23:20:00 -0500","ERROR"
"12007","25-07-31 23:25:00 -0500","ERROR"
"12008","25-07-31 23:30:00 -0500","ERROR"
"12009","25-07-31 23:35:00 -0500","ERROR"
"12010","25-07-31 23:40:00 -0500","ERROR"
