Line#,Date,"Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981","Temperature (S-THC 21559981:22071558-1),°C,21559981","RH (S-THC 21559981:22071558-2),%,21559981"
3662,25-07-02 22:25:00 -0500,1,1.858,100
3663,25-07-02 22:30:00 -0500,1,1.601,100
3664,25-07-02 22:35:00 -0500,1,1.579,100
3665,25-07-02 22:40:00 -0500,1,1.794,100
3666,25-07-02 22:45:00 -0500,1,1.837,100
3667,25-07-02 22:50:00 -0500,1,1.772,100
3668,25-07-02 22:55:00 -0500,1,1.772,100
3669,25-07-02 23:00:00 -0500,1,1.88,100
3670,25-07-02 23:05:00 -0500,1,1.88,100
3671,25-07-02 23:10:00 -0500,1,1.708,100
3672,25-07-02 23:15:00 -0500,1,1.665,100
3673,25-07-02 23:20:00 -0500,1,1.858,100
3674,25-07-02 23:25:00 -0500,1,2.03,100
3675,25-07-02 23:30:00 -0500,1,1.944,100
3676,25-07-02 23:35:00 -0500,1,2.116,98.737
3677,25-07-02 23:40:00 -0500,1,2.201,98.215
3678,25-07-02 23:45:00 -0500,1,2.073,98.955
3679,25-07-02 23:50:00 -0500,1,2.094,99.139
3680,25-07-02 23:55:00 -0500,1,2.051,99.133
3681,25-07-03 00:00:00 -0500,1,1.837,99.597
3682,25-07-03 00:05:00 -0500,1,1.644,100
3683,25-07-03 00:10:00 -0500,1,1.579,100
3684,25-07-03 00:15:00 -0500,1,1.472,100
3685,25-07-03 00:20:00 -0500,1,1.665,100
3686,25-07-03 00:25:00 -0500,1,1.794,99.976
3687,25-07-03 00:30:00 -0500,1,1.665,100
3688,25-07-03 00:35:00 -0500,1,1.772,100
3689,25-07-03 00:40:00 -0500,1,1.794,99.886
3690,25-07-03 00:45:00 -0500,1,1.708,100
3691,25-07-03 00:50:00 -0500,1,1.665,100
3692,25-07-03 00:55:00 -0500,1,1.73,100
3693,25-07-03 01:00:00 -0500,1,1.494,100
3694,25-07-03 01:05:00 -0500,1,1.451,100
3695,25-07-03 01:10:00 -0500,1,1.451,100
3696,25-07-03 01:15:00 -0500,1,1.644,100
3697,25-07-03 01:20:00 -0500,1,1.815,99.268
3698,25-07-03 01:25:00 -0500,1,1.343,99.994
3699,25-07-03 01:30:00 -0500,1,1.536,100
3700,25-07-03 01:35:00 -0500,1,1.429,99.071
3701,25-07-03 01:40:00 -0500,1,1.365,100
3702,25-07-03 01:45:00 -0500,1,1.343,100
3703,25-07-03 01:50:00 -0500,1,1.279,100
3704,25-07-03 01:55:00 -0500,1,1.386,100
3705,25-07-03 02:00:00 -0500,1,1.322,99.742
3706,25-07-03 02:05:00 -0500,1,1.215,100
3707,25-07-03 02:10:00 -0500,1,1.343,99.712
3708,25-07-03 02:15:00 -0500,1,1.022,100
3709,25-07-03 02:20:00 -0500,1,0.357,100
3710,25-07-03 02:25:00 -0500,1,0.421,100
3711,25-07-03 02:30:00 -0500,1,0.357,100
3712,25-07-03 02:35:00 -0500,1,0.121,100
3713,25-07-03 02:40:00 -0500,1,0.292,100
3714,25-07-03 02:45:00 -0500,1,0.057,100
3715,25-07-03 02:50:00 -0500,1,-0.094,100
3716,25-07-03 02:55:00 -0500,1,-0.158,100
3717,25-07-03 03:00:00 -0500,1,0.035,100
3718,25-07-03 03:05:00 -0500,1,-0.265,100
3719,25-07-03 03:10:00 -0500,1,0.078,100
3720,25-07-03 03:15:00 -0500,1,0.035,100
3721,25-07-03 03:20:00 -0500,1,-0.351,100
3722,25-07-03 03:25:00 -0500,1,-0.222,100
3723,25-07-03 03:30:00 -0500,1,-0.244,100
3724,25-07-03 03:35:00 -0500,1,-0.051,100
3725,25-07-03 03:40:00 -0500,1,-0.201,100
3726,25-07-03 03:45:00 -0500,1,-0.523,100
3727,25-07-03 03:50:00 -0500,1,-0.415,100
3728,25-07-03 03:55:00 -0500,1,-0.501,100
3729,25-07-03 04:00:00 -0500,1,-0.565,100
3730,25-07-03 04:05:00 -0500,1,-0.737,100
3731,25-07-03 04:10:00 -0500,1,-0.887,100
3732,25-07-03 04:15:00 -0500,1,-0.201,100
3733,25-07-03 04:20:00 -0500,1,-0.415,100
3734,25-07-03 04:25:00 -0500,1,-0.544,100
3735,25-07-03 04:30:00 -0500,1,-0.544,100
3736,25-07-03 04:35:00 -0500,1,-0.201,100
3737,25-07-03 04:40:00 -0500,1,-0.115,100
3738,25-07-03 04:45:00 -0500,1,-0.78,100
3739,25-07-03 04:50:00 -0500,1,-1.573,100
3740,25-07-03 04:55:00 -0500,1,-1.531,100
3741,25-07-03 05:00:00 -0500,1,-1.681,100
3742,25-07-03 05:05:00 -0500,1,-1.831,100
3743,25-07-03 05:10:00 -0500,1,-1.874,100
3744,25-07-03 05:15:00 -0500,1,-1.509,100
3745,25-07-03 05:20:00 -0500,1,-1.102,100
3746,25-07-03 05:25:00 -0500,1,-0.694,100
3747,25-07-03 05:30:00 -0500,1,-0.458,100
3748,25-07-03 05:35:00 -0500,1,-0.887,100
3749,25-07-03 05:40:00 -0500,1,-1.037,100
3750,25-07-03 05:45:00 -0500,1,-0.973,100
3751,25-07-03 05:50:00 -0500,1,-0.716,100
3752,25-07-03 05:55:00 -0500,1,-1.23,100
3753,25-07-03 06:00:00 -0500,1,-1.702,100
3754,25-07-03 06:05:00 -0500,1,-1.338,100
3755,25-07-03 06:10:00 -0500,2,-2.367,100
3756,25-07-03 06:15:00 -0500,3,-1.595,100
3757,25-07-03 06:20:00 -0500,4,-1.123,100
3758,25-07-03 06:25:00 -0500,12,-2.088,100
3759,25-07-03 06:30:00 -0500,23,-1.402,100
3760,25-07-03 06:35:00 -0500,28,-1.445,100
3761,25-07-03 06:40:00 -0500,22,-1.316,100
3762,25-07-03 06:45:00 -0500,38,-0.844,100
3763,25-07-03 06:50:00 -0500,37,-0.308,100
3764,25-07-03 06:55:00 -0500,36,-0.523,100
3765,25-07-03 07:00:00 -0500,39,-0.394,100
3766,25-07-03 07:05:00 -0500,62,-0.158,100
3767,25-07-03 07:10:00 -0500,97,0.314,100
3768,25-07-03 07:15:00 -0500,88,2.223,100
3769,25-07-03 07:20:00 -0500,93,1.108,100
3770,25-07-03 07:25:00 -0500,201,2.18,100
3771,25-07-03 07:30:00 -0500,141,3.724,96.909
3772,25-07-03 07:35:00 -0500,199,9.644,83.882
3773,25-07-03 07:40:00 -0500,134,9.215,72.787
3774,25-07-03 07:45:00 -0500,98,6.234,77.824
3775,25-07-03 07:50:00 -0500,84,5.226,85.191
3776,25-07-03 07:55:00 -0500,169,5.955,85.466
3777,25-07-03 08:00:00 -0500,289,12.411,66.072
3778,25-07-03 08:05:00 -0500,371,20.732,40.896
3779,25-07-03 08:10:00 -0500,254,20.175,39.585
3780,25-07-03 08:15:00 -0500,214,14.019,49.212
3781,25-07-03 08:20:00 -0500,114,17.708,41.846
3782,25-07-03 08:25:00 -0500,76,7.671,67.277
3783,25-07-03 08:30:00 -0500,69,5.504,78.003
3784,25-07-03 08:35:00 -0500,81,5.783,77.308
3785,25-07-03 08:40:00 -0500,112,5.419,78.164
3786,25-07-03 08:45:00 -0500,117,5.483,79.698
3787,25-07-03 08:50:00 -0500,149,6.255,80.339
3788,25-07-03 08:55:00 -0500,169,7.156,75.308
3789,25-07-03 09:00:00 -0500,289,9.537,67.337
3790,25-07-03 09:05:00 -0500,212,12.818,55.723
3791,25-07-03 09:10:00 -0500,167,8.185,66.352
3792,25-07-03 09:15:00 -0500,159,9.15,64.446
3793,25-07-03 09:20:00 -0500,318,10.159,64.096
3794,25-07-03 09:25:00 -0500,736,15.37,48.179
3795,25-07-03 09:30:00 -0500,348,16.743,45.318
3796,25-07-03 09:35:00 -0500,391,15.692,47.007
3797,25-07-03 09:40:00 -0500,257,17.58,40.053
3798,25-07-03 09:45:00 -0500,728,24.378,30.982
3799,25-07-03 09:50:00 -0500,638,16.764,48.316
3800,25-07-03 09:55:00 -0500,408,17.751,41.343
3801,25-07-03 10:00:00 -0500,117,10.437,60.671
3802,25-07-03 10:05:00 -0500,513,8.078,69.94
3803,25-07-03 10:10:00 -0500,718,21.698,38.671
3804,25-07-03 10:15:00 -0500,766,21.333,35.854
3805,25-07-03 10:20:00 -0500,736,26.523,28.441
3806,25-07-03 10:25:00 -0500,779,22.126,33.767
3807,25-07-03 10:30:00 -0500,777,25.322,28.786
3808,25-07-03 10:35:00 -0500,764,23.671,29.792
3809,25-07-03 10:40:00 -0500,724,26.609,27.61
3810,25-07-03 10:45:00 -0500,164,12.218,50.999
3811,25-07-03 10:50:00 -0500,783,17.472,42.521
3812,25-07-03 10:55:00 -0500,748,19.553,36.239
3813,25-07-03 11:00:00 -0500,751,20.561,32.653
3814,25-07-03 11:05:00 -0500,752,23.757,28.386
3815,25-07-03 11:10:00 -0500,693,21.44,31.762
3816,25-07-03 11:15:00 -0500,747,27.531,25.948
3817,25-07-03 11:20:00 -0500,746,26.18,26.337
3818,25-07-03 11:25:00 -0500,733,24.336,26.821
3819,25-07-03 11:30:00 -0500,759,25.215,28.167
3820,25-07-03 11:35:00 -0500,806,24.057,30.535
3821,25-07-03 11:40:00 -0500,796,24.529,28.46
3822,25-07-03 11:45:00 -0500,793,21.204,32.654
3823,25-07-03 11:50:00 -0500,766,23.006,30.475
3824,25-07-03 11:55:00 -0500,753,21.805,30.961
3825,25-07-03 12:00:00 -0500,742,25.065,26.262
3826,25-07-03 12:05:00 -0500,751,25.151,26.596
3827,25-07-03 12:10:00 -0500,733,25.944,24.994
3828,25-07-03 12:15:00 -0500,729,22.748,27.756
3829,25-07-03 12:20:00 -0500,719,27.36,23.397
3830,25-07-03 12:25:00 -0500,711,22.791,26.285
3831,25-07-03 12:30:00 -0500,702,22.019,28.475
3832,25-07-03 12:35:00 -0500,717,20.625,29.61
3833,25-07-03 12:40:00 -0500,702,21.118,27.526
3834,25-07-03 12:45:00 -0500,724,22.427,27.05
3835,25-07-03 12:50:00 -0500,692,22.427,27.086
3836,25-07-03 12:55:00 -0500,696,23.435,25.2
3837,25-07-03 13:00:00 -0500,703,23.671,27.074
3838,25-07-03 13:05:00 -0500,717,26.845,22.046
3839,25-07-03 13:10:00 -0500,678,24.614,24.685
3840,25-07-03 13:15:00 -0500,632,22.255,26.587
3841,25-07-03 13:20:00 -0500,633,21.933,27.077
3842,25-07-03 13:25:00 -0500,627,24.185,23.845
3843,25-07-03 13:30:00 -0500,636,28.261,20.327
3844,25-07-03 13:35:00 -0500,596,23.392,21.855
3845,25-07-03 13:40:00 -0500,584,20.84,26.642
3846,25-07-03 13:45:00 -0500,599,22.727,23.905
3847,25-07-03 13:50:00 -0500,583,21.183,25.98
3848,25-07-03 13:55:00 -0500,547,21.805,24.131
3849,25-07-03 14:00:00 -0500,556,24.25,23.067
3850,25-07-03 14:05:00 -0500,532,24.207,21.952
3851,25-07-03 14:10:00 -0500,527,21.547,21.996
3852,25-07-03 14:15:00 -0500,504,20.647,21.393
3853,25-07-03 14:20:00 -0500,402,21.655,21.736
3854,25-07-03 14:25:00 -0500,339,20.089,20.7
3855,25-07-03 14:30:00 -0500,439,22.984,19.677
3856,25-07-03 14:35:00 -0500,373,23.113,19.338
3857,25-07-03 14:40:00 -0500,308,19.639,22.545
3858,25-07-03 14:45:00 -0500,258,17.815,23.758
3859,25-07-03 14:50:00 -0500,338,20.025,21.288
3860,25-07-03 14:55:00 -0500,311,21.44,18.022
3861,25-07-03 15:00:00 -0500,208,19.896,21.352
3862,25-07-03 15:05:00 -0500,358,22.62,18.523
3863,25-07-03 15:10:00 -0500,376,27.317,15.427
3864,25-07-03 15:15:00 -0500,389,25.708,16.292
3865,25-07-03 15:20:00 -0500,328,24.765,16.472
3866,25-07-03 15:25:00 -0500,336,23.456,17.748
3867,25-07-03 15:30:00 -0500,321,23.585,15.332
3868,25-07-03 15:35:00 -0500,302,24.936,16.104
3869,25-07-03 15:40:00 -0500,289,25.215,15.409
3870,25-07-03 15:45:00 -0500,268,29.183,10.991
3871,25-07-03 15:50:00 -0500,247,28.668,10.753
3872,25-07-03 15:55:00 -0500,228,26.03,11.22
3873,25-07-03 16:00:00 -0500,208,27.681,9.65
3874,25-07-03 16:05:00 -0500,192,26.48,10.254
3875,25-07-03 16:10:00 -0500,174,23.992,10.666
3876,25-07-03 16:15:00 -0500,157,26.244,11.322
3877,25-07-03 16:20:00 -0500,141,27.574,10.301
3878,25-07-03 16:25:00 -0500,122,26.395,10.959
3879,25-07-03 16:30:00 -0500,101,26.588,11.341
3880,25-07-03 16:35:00 -0500,81,24.443,12.232
3881,25-07-03 16:40:00 -0500,61,23.07,13.458
3882,25-07-03 16:45:00 -0500,44,22.491,12.955
3883,25-07-03 16:50:00 -0500,29,20.882,14.603
3884,25-07-03 16:55:00 -0500,18,20.411,14.685
3885,25-07-03 17:00:00 -0500,13,20.496,15.685
3886,25-07-03 17:05:00 -0500,12,18.566,16.156
3887,25-07-03 17:10:00 -0500,11,12.582,21.132
3888,25-07-03 17:15:00 -0500,9,9.15,25.779
3889,25-07-03 17:20:00 -0500,7,7.563,28.643
3890,25-07-03 17:25:00 -0500,4,6.598,29.293
3891,25-07-03 17:30:00 -0500,3,5.912,30.823
3892,25-07-03 17:35:00 -0500,1,5.912,31.629
3893,25-07-03 17:40:00 -0500,1,5.955,31.659
3894,25-07-03 17:45:00 -0500,1,5.633,33.605
3895,25-07-03 17:50:00 -0500,1,5.354,34.307
3896,25-07-03 17:55:00 -0500,1,4.775,35.161
3897,25-07-03 18:00:00 -0500,1,4.196,37.163
3898,25-07-03 18:05:00 -0500,1,3.059,39.663
3899,25-07-03 18:10:00 -0500,1,2.094,42.492
3900,25-07-03 18:15:00 -0500,1,2.33,41.718
3901,25-07-03 18:20:00 -0500,1,3.081,38.643
3902,25-07-03 18:25:00 -0500,1,2.587,39.507
3903,25-07-03 18:30:00 -0500,1,3.081,36.168
3904,25-07-03 18:35:00 -0500,1,3.467,32.824
3905,25-07-03 18:40:00 -0500,1,5.183,30.178
3906,25-07-03 18:45:00 -0500,1,4.153,32.653
3907,25-07-03 18:50:00 -0500,1,4.904,29.48
3908,25-07-03 18:55:00 -0500,1,6.748,25.138
3909,25-07-03 19:00:00 -0500,1,7.671,23.764
3910,25-07-03 19:05:00 -0500,1,7.22,24.945
3911,25-07-03 19:10:00 -0500,1,7.113,23.792
3912,25-07-03 19:15:00 -0500,1,6.512,25.356
3913,25-07-03 19:20:00 -0500,1,5.654,26.642
3914,25-07-03 19:25:00 -0500,1,5.526,28.635
3915,25-07-03 19:30:00 -0500,1,4.239,31.176
3916,25-07-03 19:35:00 -0500,1,4.046,32.27
3917,25-07-03 19:40:00 -0500,1,4.046,33.538
3918,25-07-03 19:45:00 -0500,1,3.424,34.916
3919,25-07-03 19:50:00 -0500,1,2.051,37.934
3920,25-07-03 19:55:00 -0500,1,2.566,37.07
3921,25-07-03 20:00:00 -0500,1,3.789,34.369
3922,25-07-03 20:05:00 -0500,1,4.239,33.472
3923,25-07-03 20:10:00 -0500,1,4.003,34.142
3924,25-07-03 20:15:00 -0500,1,2.008,37.623
3925,25-07-03 20:20:00 -0500,1,0.872,41.582
3926,25-07-03 20:25:00 -0500,1,-0.136,45.225
3927,25-07-03 20:30:00 -0500,1,-0.072,45.742
3928,25-07-03 20:35:00 -0500,1,1.322,40.043
3929,25-07-03 20:40:00 -0500,1,1.129,42.853
3930,25-07-03 20:45:00 -0500,1,1.172,42.766
3931,25-07-03 20:50:00 -0500,1,-1.488,49.932
3932,25-07-03 20:55:00 -0500,1,-2.496,52.705
3933,25-07-03 21:00:00 -0500,1,-0.823,47.733
3934,25-07-03 21:05:00 -0500,1,-0.909,47.227
3935,25-07-03 21:10:00 -0500,1,1.258,42.072
3936,25-07-03 21:15:00 -0500,1,-0.866,46.806
3937,25-07-03 21:20:00 -0500,1,-2.11,50.43
3938,25-07-03 21:25:00 -0500,1,-1.595,49.616
3939,25-07-03 21:30:00 -0500,1,-0.716,47.958
3940,25-07-03 21:35:00 -0500,1,-0.63,46.2
3941,25-07-03 21:40:00 -0500,1,-2.817,53.617
3942,25-07-03 21:45:00 -0500,1,-2.195,49.2
3943,25-07-03 21:50:00 -0500,1,-2.817,55.837
3944,25-07-03 21:55:00 -0500,1,-2.496,50.521
3945,25-07-03 22:00:00 -0500,1,-2.946,52.706
3946,25-07-03 22:05:00 -0500,1,-3.654,57.536
3947,25-07-03 22:10:00 -0500,1,-2.903,53.817
3948,25-07-03 22:15:00 -0500,1,-2.667,52.221
3949,25-07-03 22:20:00 -0500,1,-4.083,56.208
3950,25-07-03 22:25:00 -0500,1,-2.002,51.098
3951,25-07-03 22:30:00 -0500,1,-3.718,57.259
3952,25-07-03 22:35:00 -0500,1,-2.86,54.609
3953,25-07-03 22:40:00 -0500,1,-3.118,54.702
3954,25-07-03 22:45:00 -0500,1,-1.938,51.818
3955,25-07-03 22:50:00 -0500,1,-4.683,61.77
3956,25-07-03 22:55:00 -0500,1,-4.812,61.569
3957,25-07-03 23:00:00 -0500,1,-3.74,58.468
3958,25-07-03 23:05:00 -0500,1,-4.447,60.163
3959,25-07-03 23:10:00 -0500,1,-2.968,55.181
3960,25-07-03 23:15:00 -0500,1,-2.238,51.681
3961,25-07-03 23:20:00 -0500,1,-5.027,61.463
3962,25-07-03 23:25:00 -0500,1,-5.584,63.545
3963,25-07-03 23:30:00 -0500,1,-5.198,63.354
3964,25-07-03 23:35:00 -0500,1,-5.069,62.968
3965,25-07-03 23:40:00 -0500,1,-4.233,59.889
3966,25-07-03 23:45:00 -0500,1,-6.013,65.684
3967,25-07-03 23:50:00 -0500,1,-5.691,66.133
3968,25-07-03 23:55:00 -0500,1,-4.984,63.368
3969,25-07-04 00:00:00 -0500,1,-5.37,64.054
3970,25-07-04 00:05:00 -0500,1,-5.799,66.007
3971,25-07-04 00:10:00 -0500,1,-5.691,66.27
3972,25-07-04 00:15:00 -0500,1,-4.705,61.439
3973,25-07-04 00:20:00 -0500,1,-6.721,70.452
3974,25-07-04 00:25:00 -0500,1,-7.043,72.045
3975,25-07-04 00:30:00 -0500,1,-6.7,69.77
3976,25-07-04 00:35:00 -0500,1,-7.729,73.822
3977,25-07-04 00:40:00 -0500,1,-7.557,74.119
3978,25-07-04 00:45:00 -0500,1,-6.978,72.203
3979,25-07-04 00:50:00 -0500,1,-6.12,68.875
3980,25-07-04 00:55:00 -0500,1,-6.249,68.676
3981,25-07-04 01:00:00 -0500,1,-6.935,70.997
3982,25-07-04 01:05:00 -0500,1,-6.099,68.93
3983,25-07-04 01:10:00 -0500,1,-6.335,68.008
3984,25-07-04 01:15:00 -0500,1,-6.078,68.22
3985,25-07-04 01:20:00 -0500,1,-6.056,68.115
3986,25-07-04 01:25:00 -0500,1,-5.37,64.282
3987,25-07-04 01:30:00 -0500,1,-6.292,67.559
3988,25-07-04 01:35:00 -0500,1,-5.67,64.918
3989,25-07-04 01:40:00 -0500,1,-6.12,66.041
3990,25-07-04 01:45:00 -0500,1,-6.571,68.284
3991,25-07-04 01:50:00 -0500,1,-7.407,71.379
3992,25-07-04 01:55:00 -0500,1,-7.665,72.981
3993,25-07-04 02:00:00 -0500,1,-6.7,69.926
3994,25-07-04 02:05:00 -0500,1,-7.536,71.72
3995,25-07-04 02:10:00 -0500,1,-7.858,72.609
3996,25-07-04 02:15:00 -0500,1,-8.78,77.412
3997,25-07-04 02:20:00 -0500,1,-7.493,73.396
3998,25-07-04 02:25:00 -0500,1,-7.107,71.661
3999,25-07-04 02:30:00 -0500,1,-6.592,69.708
4000,25-07-04 02:35:00 -0500,1,-7.214,70.201
4001,25-07-04 02:40:00 -0500,1,-8.716,76.081
4002,25-07-04 02:45:00 -0500,1,-8.823,76.977
4003,25-07-04 02:50:00 -0500,1,-8.458,75.755
4004,25-07-04 02:55:00 -0500,1,-7.75,73.356
4005,25-07-04 03:00:00 -0500,1,-8.93,77.321
4006,25-07-04 03:05:00 -0500,1,-9.616,80.438
4007,25-07-04 03:10:00 -0500,1,-9.338,79.487
4008,25-07-04 03:15:00 -0500,1,-9.166,79.628
4009,25-07-04 03:20:00 -0500,1,-8.673,76.995
4010,25-07-04 03:25:00 -0500,1,-8.137,76.1
4011,25-07-04 03:30:00 -0500,1,-9.08,77.675
4012,25-07-04 03:35:00 -0500,1,-9.809,80.824
4013,25-07-04 03:40:00 -0500,1,-10.174,82.426
4014,25-07-04 03:45:00 -0500,1,-10.088,83.328
4015,25-07-04 03:50:00 -0500,1,-9.574,82.173
4016,25-07-04 03:55:00 -0500,1,-10.045,82.426
4017,25-07-04 04:00:00 -0500,1,-10.238,83.546
4018,25-07-04 04:05:00 -0500,1,-9.102,80.32
4019,25-07-04 04:10:00 -0500,1,-9.809,82.036
4020,25-07-04 04:15:00 -0500,1,-9.145,80.488
4021,25-07-04 04:20:00 -0500,1,-9.445,79.785
4022,25-07-04 04:25:00 -0500,1,-9.316,79.994
4023,25-07-04 04:30:00 -0500,1,-9.595,81.175
4024,25-07-04 04:35:00 -0500,1,-9.123,79.538
4025,25-07-04 04:40:00 -0500,1,-9.509,79.57
4026,25-07-04 04:45:00 -0500,1,-9.123,79.661
4027,25-07-04 04:50:00 -0500,1,-10.217,83.282
4028,25-07-04 04:55:00 -0500,1,-10.389,84.695
4029,25-07-04 05:00:00 -0500,1,-10.067,83.871
4030,25-07-04 05:05:00 -0500,1,-10.474,86.618
4031,25-07-04 05:10:00 -0500,1,-10.367,86.549
4032,25-07-04 05:15:00 -0500,1,-10.217,84.878
4033,25-07-04 05:20:00 -0500,1,-9.938,81.094
4034,25-07-04 05:25:00 -0500,1,-11.461,86.302
4035,25-07-04 05:30:00 -0500,1,-10.474,85.734
4036,25-07-04 05:35:00 -0500,1,-11.332,88.257
4037,25-07-04 05:40:00 -0500,1,-10.496,87.407
4038,25-07-04 05:45:00 -0500,1,-9.466,83.177
4039,25-07-04 05:50:00 -0500,1,-10.818,83.708
4040,25-07-04 05:55:00 -0500,1,-11.482,89.302
4041,25-07-04 06:00:00 -0500,1,-11.289,89.351
4042,25-07-04 06:05:00 -0500,2,-10.71,86.226
4043,25-07-04 06:10:00 -0500,4,-10.968,85.997
4044,25-07-04 06:15:00 -0500,6,-11.59,89.494
4045,25-07-04 06:20:00 -0500,8,-11.311,86.83
4046,25-07-04 06:25:00 -0500,9,-11.525,88.492
4047,25-07-04 06:30:00 -0500,12,-11.139,88.943
4048,25-07-04 06:35:00 -0500,13,-10.367,85.333
4049,25-07-04 06:40:00 -0500,16,-10.346,84.668
4050,25-07-04 06:45:00 -0500,114,-2.41,63.81
4051,25-07-04 06:50:00 -0500,131,4.775,38.157
4052,25-07-04 06:55:00 -0500,148,7.885,32.859
4053,25-07-04 07:00:00 -0500,164,7.949,32.869
4054,25-07-04 07:05:00 -0500,182,13.504,26.015
4055,25-07-04 07:10:00 -0500,198,13.676,27.262
4056,25-07-04 07:15:00 -0500,214,17.558,21.575
4057,25-07-04 07:20:00 -0500,232,10.738,30.378
4058,25-07-04 07:25:00 -0500,248,11.102,31.495
4059,25-07-04 07:30:00 -0500,266,8.807,37.066
4060,25-07-04 07:35:00 -0500,282,9.086,33.716
4061,25-07-04 07:40:00 -0500,298,10.459,32.956
4062,25-07-04 07:45:00 -0500,314,8.7,34.539
4063,25-07-04 07:50:00 -0500,332,8.593,35.964
4064,25-07-04 07:55:00 -0500,347,9.065,35.337
4065,25-07-04 08:00:00 -0500,363,12.067,30.443
4066,25-07-04 08:05:00 -0500,379,13.118,28.269
4067,25-07-04 08:10:00 -0500,394,14.384,26.349
4068,25-07-04 08:15:00 -0500,409,17.558,22.267
4069,25-07-04 08:20:00 -0500,424,22.577,18.48
4070,25-07-04 08:25:00 -0500,438,17.043,23.273
4071,25-07-04 08:30:00 -0500,454,18.201,22.321
4072,25-07-04 08:35:00 -0500,468,21.011,19.547
4073,25-07-04 08:40:00 -0500,482,21.269,18.553
4074,25-07-04 08:45:00 -0500,496,16.85,21.906
4075,25-07-04 08:50:00 -0500,507,17.215,20.294
4076,25-07-04 08:55:00 -0500,521,15.392,24.66
4077,25-07-04 09:00:00 -0500,532,15.692,21.648
4078,25-07-04 09:05:00 -0500,543,14.984,22.748
4079,25-07-04 09:10:00 -0500,557,17.751,21.593
4080,25-07-04 09:15:00 -0500,568,17.601,20.368
4081,25-07-04 09:20:00 -0500,579,19.231,17.255
4082,25-07-04 09:25:00 -0500,591,19.403,19.62
4083,25-07-04 09:30:00 -0500,601,19.188,17.748
4084,25-07-04 09:35:00 -0500,611,18.909,19.789
4085,25-07-04 09:40:00 -0500,622,19.832,18.064
4086,25-07-04 09:45:00 -0500,632,20.732,16.356
4087,25-07-04 09:50:00 -0500,642,20.732,17.835
4088,25-07-04 09:55:00 -0500,648,21.247,17.168
4089,25-07-04 10:00:00 -0500,658,20.003,16.683
4090,25-07-04 10:05:00 -0500,667,24.636,15.071
4091,25-07-04 10:10:00 -0500,672,22.47,18.132
4092,25-07-04 10:15:00 -0500,679,23.757,14.829
4093,25-07-04 10:20:00 -0500,688,26.051,14.842
4094,25-07-04 10:25:00 -0500,692,24.207,17.285
4095,25-07-04 10:30:00 -0500,697,21.14,16.292
4096,25-07-04 10:35:00 -0500,704,22.277,16.33
4097,25-07-04 10:40:00 -0500,708,23.37,14.293
4098,25-07-04 10:45:00 -0500,712,26.051,13.153
4099,25-07-04 10:50:00 -0500,717,23.199,15.711
4100,25-07-04 10:55:00 -0500,718,21.204,16.461
4101,25-07-04 11:00:00 -0500,722,22.77,15.396
4102,25-07-04 11:05:00 -0500,727,24.7,13.591
4103,25-07-04 11:10:00 -0500,728,23.563,13.245
4104,25-07-04 11:15:00 -0500,728,23.992,13.381
4105,25-07-04 11:20:00 -0500,729,24.057,13.486
4106,25-07-04 11:25:00 -0500,729,24.336,13.774
4107,25-07-04 11:30:00 -0500,731,23.435,13.4
4108,25-07-04 11:35:00 -0500,731,23.37,14.36
4109,25-07-04 11:40:00 -0500,732,25.387,12.874
4110,25-07-04 11:45:00 -0500,729,23.435,15.639
4111,25-07-04 11:50:00 -0500,726,20.732,13.211
4112,25-07-04 11:55:00 -0500,729,21.118,12.819
4113,25-07-04 12:00:00 -0500,724,23.413,13.075
4114,25-07-04 12:05:00 -0500,724,24.143,13.332
4115,25-07-04 12:10:00 -0500,722,24.336,13.053
4116,25-07-04 12:15:00 -0500,716,21.805,14.836
4117,25-07-04 12:20:00 -0500,711,22.62,12.566
4118,25-07-04 12:25:00 -0500,707,22.384,12.842
4119,25-07-04 12:30:00 -0500,703,25,12.291
4120,25-07-04 12:35:00 -0500,698,25.365,10.741
4121,25-07-04 12:40:00 -0500,692,23.113,12.403
4122,25-07-04 12:45:00 -0500,687,23.714,14.284
4123,25-07-04 12:50:00 -0500,684,22.362,13.08
4124,25-07-04 12:55:00 -0500,679,22.77,11.174
4125,25-07-04 13:00:00 -0500,676,23.821,11.752
4126,25-07-04 13:05:00 -0500,669,25.129,10.388
4127,25-07-04 13:10:00 -0500,662,27.038,12
4128,25-07-04 13:15:00 -0500,653,25.88,10.826
4129,25-07-04 13:20:00 -0500,644,29.204,10.484
4130,25-07-04 13:25:00 -0500,637,28.561,9.151
4131,25-07-04 13:30:00 -0500,628,24.336,10.634
4132,25-07-04 13:35:00 -0500,618,21.612,12.374
4133,25-07-04 13:40:00 -0500,606,22.041,10.777
4134,25-07-04 13:45:00 -0500,596,23.156,11.202
4135,25-07-04 13:50:00 -0500,584,24.829,11.252
4136,25-07-04 13:55:00 -0500,574,23.628,12.049
4137,25-07-04 14:00:00 -0500,562,23.285,11.304
4138,25-07-04 14:05:00 -0500,551,23.95,10.732
4139,25-07-04 14:10:00 -0500,538,22.169,12.776
4140,25-07-04 14:15:00 -0500,523,23.285,10.603
4141,25-07-04 14:20:00 -0500,509,26.802,10.643
